,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
2735,"SOC 170: Integration, Assimilation and Multiculturalism: America's Immigrant Society",45,3.21,11.1,17.8,15.6,20.0,8.9,4.4,4.4,13.3,2.2,0.0,2.2,0.0,0.0
2736,SOC 179: Social Organization,31,3.28,0.0,54.8,9.7,9.7,9.7,3.2,0.0,0.0,0.0,0.0,3.2,0.0,9.7
2737,SOC 196: Intro US Law & Legal Instit,111,3.26,0.0,29.7,15.3,6.3,29.7,1.8,5.4,11.7,0.0,0.0,0.0,0.0,0.0
2738,SOC 196: Sociology of COVID,91,3.21,8.8,17.6,15.4,13.2,19.8,13.2,4.4,4.4,0.0,1.1,0.0,0.0,2.2
2739,SOC 196: Sociology of Food,21,3.6,9.5,76.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
2740,SOC 199: Career Dev for Sociology Major,54,3.73,61.1,20.4,3.7,1.9,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2741,SOC 199: Career Development for Sociolo,26,3.68,53.8,19.2,0.0,7.7,11.5,3.8,0.0,0.0,0.0,3.8,0.0,0.0,0.0
2742,SOC 200: Introduction to Sociological Theory,523,3.3,17.6,29.1,15.5,8.6,9.0,3.1,4.6,3.1,1.3,1.1,1.5,0.8,4.8
2743,SOC 225: Race and Ethnicity,319,3.26,5.0,37.0,16.3,5.3,14.4,6.0,1.6,5.3,2.5,0.6,1.3,0.9,3.8
2744,SOC 226: Political Sociology,47,3.41,31.9,21.3,6.4,14.9,8.5,6.4,0.0,6.4,0.0,0.0,0.0,0.0,4.3
2745,SOC 230: The Sociology of Political Polarization: Bigots and Snowflakes,93,3.54,43.0,26.9,6.5,10.8,2.2,2.2,0.0,0.0,1.1,0.0,0.0,1.1,6.5
2746,SOC 270: Global Demography,63,2.86,7.9,14.3,9.5,11.1,14.3,11.1,6.3,12.7,3.2,1.6,3.2,3.2,1.6
2747,SOC 273: Social Perspectives on the Family,44,3.58,6.8,63.6,4.5,9.1,2.3,4.5,0.0,0.0,4.5,0.0,2.3,0.0,2.3
2748,"SOC 274: Health, Illness and Society",48,3.2,18.7,29.2,10.4,4.2,8.3,2.1,6.2,8.3,6.2,0.0,4.2,0.0,2.1
2749,SOC 275: Criminology,706,3.47,20.7,31.0,17.7,7.5,8.1,3.4,3.4,3.1,0.7,0.3,0.6,1.4,2.1
2750,SOC 280: Intro to Social Statistics,344,3.31,26.5,26.2,5.2,9.6,8.1,7.3,6.1,2.6,1.2,0.9,2.6,0.0,3.8
2751,SOC 310: Sociology of Deviance,370,3.78,58.9,18.1,10.5,3.8,2.4,1.4,1.4,1.1,0.5,0.8,0.0,0.3,0.8
2752,SOC 350: Technology and Society,102,3.53,6.9,39.2,23.5,9.8,10.8,3.9,1.0,1.0,0.0,0.0,2.0,1.0,1.0
2753,SOC 364: Impacts of Globalization,29,3.57,13.8,58.6,10.3,6.9,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,6.9
2754,SOC 373: Social Inequality,128,3.22,0.0,32.8,7.8,14.8,22.7,7.8,4.7,5.5,0.0,0.0,2.3,0.0,1.6
2755,SOC 375: Criminal Justice System,399,3.75,33.8,35.6,12.3,7.3,4.0,2.5,2.0,1.8,0.3,0.5,0.0,0.0,0.0
2756,SOC 378: Sociology of Law,200,3.57,0.0,60.5,12.0,8.5,7.0,2.5,2.0,2.0,2.5,1.0,0.5,1.0,0.5
2757,SOC 380: Social Research Methods,299,3.28,15.1,35.5,8.7,11.0,7.4,5.0,2.7,4.0,1.7,1.7,0.7,2.7,4.0
2758,SOC 396: Economic Sociology,38,3.14,18.4,23.7,10.5,10.5,10.5,0.0,5.3,7.9,5.3,2.6,0.0,0.0,5.3
2759,SOC 396: Health Communication in the US,29,2.15,17.2,6.9,3.4,0.0,6.9,13.8,10.3,3.4,6.9,0.0,3.4,3.4,24.1
2760,SOC 396: Law and the Commons,69,3.41,0.0,52.2,11.6,8.7,8.7,2.9,7.2,1.4,1.4,0.0,4.3,0.0,1.4
2761,SOC 396: Religion and Society,23,3.61,8.7,43.5,26.1,13.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
2762,SOC 400: Sociology Internship,48,3.81,54.2,25.0,6.2,6.2,2.1,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0
2763,SOC 447: Environmental Sociology,27,3.2,7.4,59.3,0.0,3.7,3.7,0.0,3.7,3.7,0.0,7.4,3.7,0.0,7.4
2764,SOC 450: Senior Capstone Seminar,79,3.21,3.8,39.2,15.2,6.3,7.6,7.6,3.8,6.3,0.0,2.5,1.3,3.8,2.5
2765,SOC 479: Law and Society,124,3.77,61.3,20.2,4.0,6.5,0.8,1.6,1.6,1.6,0.0,0.0,1.6,0.0,0.8
2766,SOC 495: Senior Honors Seminar,49,3.64,12.2,49.0,6.1,14.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2767,SOC 496: Gender. Sexuality & Law,58,3.09,17.2,17.2,17.2,6.9,6.9,6.9,3.4,10.3,6.9,0.0,3.4,3.4,0.0
2768,SOC 586: Adv Social Statistics I,21,3.7,0.0,57.1,9.5,19.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769,SOCW 101: SOCW Orientation Seminar,246,3.57,17.1,48.8,11.0,3.7,4.1,3.3,2.8,5.3,0.4,0.8,0.8,0.4,1.6
2770,SOCW 225: Social Work Statistics,184,3.39,16.3,35.3,10.3,9.2,12.5,3.8,0.5,2.7,3.3,0.5,3.3,0.0,2.2
2771,SOCW 300: Diversity: Identities & Issues,1181,3.6,10.8,52.9,11.3,7.7,7.2,2.7,1.7,1.7,0.3,0.4,0.6,0.7,2.0
2772,SOCW 315: Social Work Services for Older Adults,52,3.81,53.8,15.4,19.2,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,SOCW 321: Social Entre & Social Change,170,3.82,49.4,32.4,10.0,1.2,1.2,1.2,1.8,1.2,0.0,0.0,1.2,0.0,0.6
2774,SOCW 360: Social Work and the Military,262,3.72,26.7,44.3,13.0,4.2,3.4,4.2,0.8,1.5,0.0,0.0,0.0,0.4,1.5
2775,SOCW 370: Social Work and Disability Studies,58,3.82,34.5,51.7,6.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
2776,SOCW 380: Science Youth Violence Prev.,29,3.83,0.0,79.3,10.3,3.4,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0
2777,SOCW 380: Sexual Health & Social Work,88,3.8,18.2,61.4,8.0,3.4,5.7,0.0,1.1,0.0,1.1,0.0,0.0,0.0,1.1
2778,SOCW 400: Generalist SW Practice Methods,141,3.83,13.5,65.2,7.8,1.4,9.9,1.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0
2779,SOCW 401: Practice I,167,3.83,72.5,12.6,8.4,2.4,0.0,0.6,1.2,0.0,0.0,0.0,0.0,0.0,2.4
2780,SOCW 402: Practice II,118,3.59,1.7,57.6,11.9,5.9,13.6,1.7,0.8,5.1,0.8,0.0,0.0,0.0,0.8
2781,SOCW 403: Practice III,101,3.85,3.0,70.3,15.8,6.9,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2782,SOCW 404: Social Work Case Management Practice,66,3.69,10.6,65.2,6.1,4.5,3.0,6.1,0.0,0.0,0.0,0.0,3.0,0.0,1.5
2783,SOCW 410: Social Welfare Pol and Svcs,690,3.78,21.3,51.0,13.6,5.4,3.2,2.3,1.2,0.7,0.7,0.0,0.1,0.1,0.3
2784,SOCW 416: Child Welfare Issues & Trends,318,3.55,2.8,69.5,7.5,3.8,2.2,1.9,0.0,5.7,0.0,0.0,2.8,0.0,3.8
2785,SOCW 420: Subst Use in Social Context,108,3.81,39.8,37.0,11.1,2.8,5.6,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.9
2786,SOCW 427: Social Work Research Methods,376,3.82,39.1,41.0,8.8,2.4,3.5,2.7,0.8,0.3,0.8,0.0,0.0,0.0,0.8
2787,SOCW 451: HBSE I: Human Development,451,3.6,40.6,18.4,14.2,8.4,5.3,6.7,1.3,2.2,0.9,0.0,0.9,0.0,1.1
2788,SOCW 455: Social Work with Women,180,3.8,68.9,13.9,6.1,1.1,2.8,2.8,1.7,1.1,0.6,0.0,0.0,0.0,1.1
2789,SOCW 461: Professional Practice Seminar I,196,3.84,41.8,35.7,7.1,8.2,5.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,SOCW 470: Field Practicum & Professional Seminar II,70,3.75,12.9,51.4,22.9,4.3,1.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4
2791,SOCW 500: SW Practice with Indiv and Fam,215,3.71,0.0,60.5,9.3,18.6,9.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
2792,SOCW 503: Trauma Informed Social Work with Children and Adolescents,524,3.89,7.3,76.1,10.5,3.1,1.0,0.8,0.0,1.0,0.0,0.0,0.2,0.0,0.2
2793,SOCW 506: SW Practice with Child/Adol,27,3.94,0.0,88.9,3.7,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2794,SOCW 507: School Social Work Practice,104,3.4,0.0,38.5,30.8,3.8,15.4,0.0,0.0,3.8,3.8,0.0,0.0,0.0,3.8
2795,SOCW 508: Family Therapy Seminar,24,3.71,12.5,37.5,25.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2796,SOCW 509: Adv Clin Assess & Interviewing,970,3.74,19.9,33.5,26.8,12.3,4.3,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2797,SOCW 514: Mental Health Pol and Svcs,113,3.83,46.9,41.6,1.8,0.0,7.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.8
2798,SOCW 515: Integrated Health Care Policy and Services,23,3.91,0.0,95.7,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
2799,SOCW 519: Public School Policy/Services,97,3.84,8.2,62.9,18.6,7.2,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2800,SOCW 531: Field Practicum and Integrative Seminar I,22,3.82,0.0,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2801,SOCW 532: Field Practicum and Integrative Seminar II,21,3.75,0.0,76.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
2802,SOCW 541: Clinical Research Seminar,130,3.81,0.0,70.0,19.2,1.5,5.4,2.3,0.8,0.8,0.0,0.0,0.0,0.0,0.0
2803,SOCW 542: Program Evaluation,450,3.83,24.9,50.7,10.4,6.9,6.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
2804,SOCW 552: HBSE II: Mental Disorders,514,3.8,14.4,62.6,7.8,3.9,7.8,1.4,0.4,1.0,0.4,0.0,0.2,0.0,0.2
2805,SOCW 553: Integrated Behavorial Health & Health Care,197,3.9,51.3,33.0,6.6,3.0,5.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,SOCW 561: BHWELL Field Seminar,420,3.95,65.7,22.9,8.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2807,SOCW 561: Cognitive Behavioral Therapy,70,3.66,48.6,18.6,14.3,1.4,2.9,8.6,1.4,1.4,1.4,0.0,0.0,0.0,1.4
2808,SOCW 561: Telehealth & Clinical SW,22,3.95,0.0,95.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,SOCW 561: Trauma/Crisis Int. Library,21,3.92,0.0,90.5,0.0,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,SOCW 589: Social Work and the Law,344,3.82,2.3,66.6,21.8,3.2,2.6,1.7,0.3,0.9,0.3,0.0,0.0,0.0,0.3
2811,SPAN 101: Elementary Spanish I,21,2.25,0.0,14.3,0.0,9.5,14.3,19.0,4.8,9.5,0.0,9.5,0.0,0.0,19.0
2812,SPAN 102: Elementary Spanish II,42,2.77,11.9,11.9,14.3,4.8,28.6,0.0,2.4,4.8,2.4,0.0,7.1,2.4,9.5
2813,SPAN 232: Spanish in the Community,114,3.83,58.8,22.8,8.8,4.4,0.9,1.8,0.0,0.9,0.0,0.0,0.9,0.0,0.9
2814,SPAN 246: Bodies out of Place,36,3.64,16.7,52.8,11.1,2.8,5.6,5.6,0.0,0.0,2.8,0.0,0.0,0.0,2.8
2815,SPAN 246: Gender & Sexuality in Latina/o Literature,29,3.78,13.8,75.9,0.0,3.4,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,3.4
2816,SPAN 246: Queer Latinx Divas,28,3.69,25.0,50.0,14.3,0.0,3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.6
2817,"SPAN 248: Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers",705,3.67,40.3,25.5,13.2,6.0,4.8,4.4,1.6,1.4,0.9,0.4,0.1,0.4,1.0
2818,SPAN 252: Introduction to Hispanic Linguistics,44,3.65,18.2,36.4,18.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
2819,SPAN 303: The Sounds of Spanish,49,3.63,32.7,26.5,16.3,6.1,6.1,2.0,6.1,2.0,2.0,0.0,0.0,0.0,0.0
2820,SPAN 307: Bilingualism,45,3.8,20.0,48.9,20.0,6.7,0.0,2.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0
2821,SPAN 308: Spanish in the United States,229,3.7,32.3,31.0,20.5,3.9,5.7,3.1,0.9,0.4,0.0,0.0,0.4,0.0,1.7
2822,SPAN 326: Latin America Cultural Studies,29,3.34,17.2,24.1,17.2,13.8,10.3,3.4,3.4,3.4,0.0,3.4,0.0,0.0,3.4
2823,SPAN 326: Mexican Cinema,33,3.75,15.2,39.4,36.4,0.0,0.0,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,SPAN 395: Advanced Topics in Literature & Cultural Studies,61,3.63,62.3,11.5,11.5,1.6,0.0,3.3,1.6,3.3,0.0,0.0,1.6,0.0,3.3
2825,SPED 117: The Culture of Disability,3253,3.84,3.9,85.4,1.5,0.8,5.1,0.2,0.2,1.1,0.0,0.0,0.4,0.0,1.4
2826,SPED 317: Characteristics & Eligibility,33,3.97,63.6,30.3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,SPED 322: Introduction to Intellectual Disability,532,3.76,26.1,55.6,3.4,1.3,6.6,2.3,0.8,2.1,0.4,0.0,0.0,0.0,1.5
2828,SPED 405: General Educator's Role in Special Education,520,3.84,40.4,41.7,6.9,1.9,6.2,0.4,0.0,1.3,0.8,0.0,0.2,0.0,0.2
2829,SPED 426: Collaboration and Teaming,57,3.92,0.0,93.0,1.8,0.0,3.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
2830,SPED 431: Assistive Technology and Physical Disabilities,35,3.72,17.1,31.4,31.4,8.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,SPED 438: Collaborating with Families,63,3.9,0.0,90.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,SPED 440: Instructional Strategies I,63,3.85,0.0,85.7,1.6,1.6,9.5,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0
2833,SPED 441: Instructional Strategies II,86,3.81,0.0,75.6,11.6,2.3,3.5,4.7,1.2,1.2,0.0,0.0,0.0,0.0,0.0
2834,SPED 446: Curriculum Development I,63,3.84,0.0,85.7,0.0,0.0,12.7,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
2835,SPED 447: Curriculum Development II,62,3.82,0.0,83.9,0.0,0.0,14.5,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
2836,SPED 448: Curriculum Development III,87,3.86,0.0,87.4,0.0,0.0,11.5,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
2837,SPED 450: Introduction to Early Childhood Special Education,128,3.68,7.8,58.6,6.2,4.7,14.8,4.7,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2838,SPED 461: Alternative and Augmentative Communication and Literacy,85,3.94,0.0,95.3,0.0,0.0,3.5,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2839,SPED 470: Learning Environments I,62,3.96,0.0,95.2,1.6,1.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2840,SPED 471: Learning Environments II,58,3.79,0.0,81.0,0.0,0.0,17.2,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
2841,SPED 514: Equity Issues in Special Education,127,3.91,0.0,94.5,0.0,3.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
2842,STAT 100: Statistics,7225,3.21,22.6,22.9,10.8,8.4,9.3,5.6,4.7,4.3,2.5,1.9,2.1,1.1,3.9
2843,STAT 107: Data Science Discovery,123,3.02,18.7,30.1,10.6,7.3,4.9,1.6,2.4,1.6,4.9,0.8,4.9,2.4,9.8
2844,STAT 200: Statistical Analysis,1377,3.57,29.0,33.0,10.2,8.1,6.4,3.5,3.1,2.7,0.9,0.5,0.3,0.6,1.7
2845,STAT 207: Data Science Exploration,413,3.61,36.3,27.8,13.1,8.0,4.4,2.9,0.7,2.2,0.5,0.7,0.5,1.0,1.9
2846,STAT 212: Biostatistics,364,3.44,20.9,31.0,12.1,8.5,9.6,7.1,3.3,2.5,0.8,0.8,0.3,0.3,2.7
2847,STAT 385: Statistics Programming Methods,1166,3.65,26.2,44.2,7.7,5.1,7.4,2.2,2.0,1.7,0.8,0.3,0.3,0.5,1.6
2848,STAT 400: Statistics and Probability I,307,3.05,12.4,31.3,9.1,7.8,7.8,5.9,6.5,3.3,2.6,2.9,0.7,1.3,8.5
2849,STAT 408: Actuarial Statistics I,136,3.02,9.6,21.3,14.0,11.0,11.0,11.0,2.2,3.7,5.9,0.7,2.2,2.9,4.4
2850,STAT 409: Actuarial Statistics II,145,3.34,15.9,26.9,17.2,7.6,13.8,5.5,2.1,3.4,1.4,2.1,0.7,0.7,2.8
2851,STAT 410: Statistics and Probability II,602,3.24,6.0,25.7,20.6,19.3,8.3,6.0,1.5,3.0,1.3,1.7,0.8,1.8,4.0
2852,STAT 420: Methods of Applied Statistics,1182,3.57,19.0,36.6,14.3,10.0,8.5,3.4,3.4,1.7,0.8,0.6,0.6,0.1,1.0
2853,STAT 424: Design of Experiments,33,3.24,15.2,36.4,12.1,3.0,6.1,3.0,6.1,9.1,0.0,0.0,3.0,3.0,3.0
2854,STAT 425: Applied Regression and Design,132,3.35,22.0,31.8,8.3,5.3,9.8,8.3,3.8,3.0,0.8,0.0,3.0,0.8,3.0
2855,STAT 425: Statistical Modeling I,1088,3.38,17.4,31.2,14.8,9.9,8.5,4.8,2.3,3.6,2.3,0.5,0.9,0.3,3.6
2856,STAT 426: Sampling and Categorical Data,48,3.41,37.5,16.7,10.4,10.4,8.3,6.2,4.2,0.0,0.0,0.0,0.0,0.0,6.2
2857,STAT 426: Statistical Modeling II,710,3.48,13.7,38.5,13.2,9.0,9.2,6.6,2.7,2.1,1.5,0.6,0.8,1.3,0.8
2858,STAT 427: Statistical Consulting,101,3.94,0.0,88.1,6.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2859,STAT 428: Statistical Computing,264,3.6,45.5,19.3,11.4,4.9,5.3,3.4,3.0,2.3,1.1,1.9,1.1,0.4,0.4
2860,STAT 430: Baseball Analytics,26,3.68,15.4,38.5,30.8,3.8,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0
2861,STAT 430: Fundamentals of Deep Learning,89,3.63,11.2,57.3,9.0,7.9,7.9,1.1,0.0,1.1,0.0,0.0,1.1,0.0,3.4
2862,STAT 430: Infectious Diseases Modeling,27,3.51,7.4,59.3,0.0,11.1,7.4,0.0,3.7,3.7,0.0,3.7,3.7,0.0,0.0
2863,STAT 430: Practice of Applied Statistics,64,3.44,28.1,32.8,6.2,10.9,4.7,1.6,4.7,1.6,1.6,1.6,1.6,3.1,1.6
2864,STAT 430: Python in Data Science Program,182,3.19,14.3,39.0,11.0,3.3,4.9,2.7,3.3,6.6,2.2,2.7,3.3,0.5,6.0
2865,STAT 430: Science Data,22,3.8,18.2,54.5,13.6,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2866,STAT 430: Time Series ML,31,3.98,12.9,83.9,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,STAT 430: Topic: Baseball Analytics,50,3.45,12.0,32.0,24.0,8.0,6.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0
2868,STAT 431: Applied Bayesian Analysis,144,3.43,11.8,38.2,18.1,9.0,6.9,4.2,1.4,2.1,2.8,0.0,0.7,2.8,2.1
2869,STAT 432: Basics of Statistical Learning,217,3.5,15.2,41.0,13.4,6.9,7.4,4.6,4.6,1.8,1.4,0.9,0.5,0.9,1.4
2870,STAT 433: Stochastic Processes,304,3.54,17.4,40.8,11.2,6.9,8.6,7.2,1.3,1.6,3.0,0.0,0.7,0.3,1.0
2871,STAT 440: Statistical Data Management,33,3.72,30.3,39.4,9.1,0.0,9.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,STAT 447: Data Science Programming Methods,212,3.54,9.0,37.3,21.2,11.3,10.8,3.3,1.4,3.8,0.5,0.5,0.0,0.5,0.5
2873,STAT 448: Advanced Data Analysis,54,3.91,5.6,85.2,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,STAT 480: Big Data Analytics,184,3.56,3.3,47.8,14.7,14.1,8.7,6.0,1.1,1.6,1.1,1.1,0.0,0.0,0.5
2875,STAT 480: Data Science Foundations,123,3.66,23.6,50.4,9.8,0.8,3.3,4.9,0.0,4.1,0.0,0.0,0.8,0.0,2.4
2876,STAT 510: Mathematical Statistics,176,3.47,19.3,25.0,15.3,16.5,9.7,5.1,4.0,2.3,0.6,0.6,0.0,0.0,1.7
2877,STAT 510: Mathematical Statistics I,29,3.37,10.3,27.6,24.1,6.9,13.8,3.4,6.9,0.0,0.0,0.0,6.9,0.0,0.0
2878,STAT 525: Computational Statistics,35,3.72,0.0,71.4,8.6,0.0,11.4,5.7,0.0,2.9,0.0,0.0,0.0,0.0,0.0
2879,STAT 541: Advanced Predictive Analytics,21,3.32,19.0,14.3,19.0,14.3,4.8,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0
2880,STAT 542: Statistical Learning,335,3.78,3.9,68.1,16.7,3.9,2.7,2.4,0.0,0.6,0.3,0.0,0.3,0.0,1.2
2881,STAT 546: Machine Learning in Data Science,43,3.76,9.3,58.1,20.9,2.3,2.3,4.7,0.0,0.0,0.0,0.0,2.3,0.0,0.0
2882,STAT 571: Multivariate Analysis,32,3.58,18.8,31.2,15.6,12.5,12.5,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0
2883,STAT 575: Large Sample Theory,22,3.91,27.3,50.0,18.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,STAT 578: High-Dimensional Statistics,22,3.88,77.3,13.6,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0
2885,TAM 201: Mechanics for Technol & Mgmt,26,3.78,0.0,69.2,11.5,7.7,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886,TAM 210: Introduction to Statics,1371,3.34,13.6,26.9,14.7,11.9,12.4,7.1,4.2,3.8,1.5,1.1,1.1,0.5,1.4
2887,TAM 211: Statics,1403,3.03,6.6,19.5,13.2,12.3,15.1,8.3,7.0,7.7,3.1,2.0,1.9,0.8,2.6
2888,TAM 212: Introductory Dynamics,1698,2.97,7.4,15.5,11.9,12.8,14.6,10.5,7.5,8.7,3.7,2.5,1.9,1.0,1.9
2889,TAM 251: Introductory Solid Mechanics,1818,2.97,10.9,16.5,11.9,11.6,11.7,9.3,6.2,7.9,4.5,2.9,2.3,1.7,2.8
2890,TAM 252: Solid Mechanics Design,82,3.48,4.9,32.9,19.5,17.1,11.0,8.5,4.9,0.0,0.0,0.0,0.0,1.2,0.0
2891,TAM 335: Introductory Fluid Mechanics,762,3.15,7.7,18.9,19.9,12.7,10.9,9.2,7.0,5.5,2.0,1.7,2.0,1.3,1.2
2892,TAM 412: Intermediate Dynamics,162,2.81,5.6,18.5,6.2,12.3,16.0,9.9,3.1,9.3,6.8,1.2,6.8,1.2,3.1
2893,TAM 445: Continuum Mechanics,103,2.94,12.6,12.6,6.8,13.6,7.8,8.7,17.5,11.7,5.8,1.0,1.0,0.0,1.0
2894,TAM 456: Experimental Stress Analysis,67,3.75,47.8,26.9,9.0,6.0,3.0,3.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0
2895,TAM 461: Cellular Biomechanics,21,3.68,14.3,33.3,28.6,9.5,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,TAM 541: Mathematical Methods I,193,3.59,5.2,53.4,11.9,6.7,8.8,8.8,1.6,2.6,0.0,0.0,0.0,0.0,1.0
2897,TAM 542: Mathematical Methods II,75,3.55,12.0,41.3,18.7,2.7,13.3,2.7,2.7,5.3,0.0,0.0,0.0,0.0,1.3
2898,"TE 100: Introduction to Innovation, Leadership and Engineering Entrepreneurship",37,3.88,35.1,37.8,24.3,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,TE 200: Introduction to Innovation,567,3.83,11.8,72.0,6.9,2.6,3.0,0.5,0.4,0.7,0.5,0.4,0.2,0.0,1.1
2900,TE 250: From Idea to Enterprise,193,3.82,16.6,57.5,13.5,6.7,1.6,2.1,0.0,0.5,1.6,0.0,0.0,0.0,0.0
2901,"TE 333: Creativity, Innovation, Vision",50,3.75,20.0,48.0,12.0,8.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,TE 360: Lectures in Engineering Entrepreneurship,397,3.86,30.5,52.9,7.8,1.0,5.3,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0
2903,TE 401: City Scholars,136,3.77,7.4,69.1,8.8,0.0,8.8,1.5,0.0,2.9,1.5,0.0,0.0,0.0,0.0
2904,TE 401: Developing Breakthrough Projects,134,3.92,31.3,58.2,7.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
2905,TE 462: Leading Sustainable Change,23,3.87,0.0,78.3,8.7,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,THEA 100: Practicum I,135,3.63,0.7,67.4,13.3,3.7,3.0,4.4,0.7,1.5,0.0,1.5,1.5,0.7,1.5
2907,THEA 101: Introduction to Theatre Arts,7925,3.47,49.9,15.1,9.7,5.8,4.2,3.1,2.0,1.5,1.1,0.8,0.7,0.6,5.5
2908,THEA 110: Broadway Musicals,949,3.76,54.7,20.8,9.2,5.9,3.3,2.5,0.7,0.5,0.4,0.5,0.3,0.1,1.1
2909,THEA 121: Theatre Foundations: Performance,146,3.77,15.1,56.8,11.0,4.1,8.9,1.4,0.7,1.4,0.7,0.0,0.0,0.0,0.0
2910,THEA 122: Theatre Foundations: Theory and Practice,148,3.59,0.0,63.5,18.2,2.7,2.7,0.0,6.1,2.0,0.0,0.7,1.4,1.4,1.4
2911,THEA 123: Theatre Foundations: Production,104,3.67,29.8,40.4,3.8,10.6,5.8,4.8,1.0,1.0,0.0,1.0,1.0,1.0,0.0
