,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
2561,PSYC 250: Psych of Personality,1317,3.37,34.5,17.1,11.5,8.7,7.4,5.7,3.7,3.8,1.7,1.1,0.7,0.6,3.6
2562,PSYC 255: Decisions & Judgment,44,3.27,0.0,54.5,9.1,6.8,0.0,9.1,9.1,0.0,2.3,2.3,0.0,0.0,6.8
2563,PSYC 296: Introduction to Current Topics in Psychology,64,3.73,37.5,25.0,18.8,12.5,3.1,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0
2564,PSYC 302: Applied Neuroscience,532,3.33,14.1,27.6,15.2,9.8,12.0,5.8,3.8,6.0,1.1,0.8,1.3,1.1,1.3
2565,PSYC 308: Psychology of Religion and Spirituality,59,3.71,0.0,61.0,16.9,10.2,6.8,0.0,3.4,0.0,1.7,0.0,0.0,0.0,0.0
2566,PSYC 312: Psychology of Race & Ethnicity,119,3.43,0.0,35.3,26.9,14.3,10.1,4.2,2.5,1.7,1.7,0.0,1.7,0.0,1.7
2567,PSYC 318: Psych of the Infant,365,3.53,18.9,30.7,19.5,9.3,7.7,6.6,2.2,0.8,1.6,0.8,0.3,0.5,1.1
2568,PSYC 320: The Teenage Years,456,3.75,53.7,22.1,7.5,5.7,3.5,1.5,2.4,0.9,0.7,0.9,0.4,0.2,0.4
2569,PSYC 321: Human Memory,47,3.92,27.7,59.6,4.3,6.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,PSYC 324: Developmental Psychopathology,150,3.31,10.0,37.3,6.7,7.3,20.0,4.7,1.3,4.7,3.3,0.7,1.3,0.0,2.7
2571,PSYC 328: Psychology of Gender,289,3.53,34.9,18.0,14.9,8.0,11.1,4.8,2.1,2.8,1.4,0.0,1.0,0.7,0.3
2572,PSYC 331: Cognitive Psych Lab,262,3.32,0.8,55.3,5.3,9.2,10.7,4.6,2.3,1.9,1.5,0.0,1.9,0.0,6.5
2573,PSYC 332: Social Psych Methods Lab,495,3.31,13.7,19.2,20.6,12.1,12.3,7.9,3.6,5.1,2.8,0.8,0.8,0.0,1.0
2574,PSYC 333: Social Psych in Society Lab,266,3.39,28.2,17.7,13.9,8.3,10.5,9.0,4.1,3.0,1.9,0.8,1.1,0.0,1.5
2575,PSYC 336: Depression and Mood Disorders,38,3.04,2.6,23.7,10.5,10.5,26.3,2.6,2.6,10.5,2.6,0.0,7.9,0.0,0.0
2576,PSYC 336: Stress&Resilency in Childhood,34,3.27,0.0,41.2,5.9,11.8,23.5,2.9,2.9,5.9,2.9,0.0,0.0,0.0,2.9
2577,PSYC 336: Topics in Clin/Comm Psych,43,3.64,0.0,72.1,4.7,7.0,4.7,2.3,2.3,4.7,0.0,0.0,0.0,0.0,2.3
2578,PSYC 340: CounselCenterParaProfessional,22,3.86,22.7,63.6,0.0,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,PSYC 340: Mindfulness SrvceLearning Pt 1,23,3.59,52.2,4.3,8.7,17.4,8.7,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0
2580,PSYC 341: CounselCenterParaProfessional,156,3.8,0.0,80.8,7.7,1.3,1.9,2.6,1.9,1.9,1.9,0.0,0.0,0.0,0.0
2581,PSYC 350: Personality Lab,368,3.77,0.8,84.5,0.0,0.0,9.5,0.0,0.0,3.3,0.0,0.0,1.1,0.0,0.8
2582,PSYC 353: Social Cognition,428,3.4,4.9,52.1,4.2,2.1,22.2,1.9,2.3,5.1,0.2,0.0,1.6,0.0,3.3
2583,PSYC 355: The Attentive Mind,31,3.53,41.9,9.7,16.1,12.9,9.7,3.2,0.0,0.0,0.0,0.0,6.5,0.0,0.0
2584,PSYC 361: The Psychology of Aging,204,3.32,7.8,41.7,8.8,6.9,14.2,3.4,5.4,3.4,2.9,0.0,2.5,0.5,2.5
2585,PSYC 363: Developmental Child Psych Lab,163,3.6,4.3,57.7,14.1,7.4,6.1,2.5,1.2,1.8,0.6,1.2,1.2,0.0,1.8
2586,PSYC 379: Clinical/Abnormal Psych Lab,535,3.15,0.0,35.9,12.3,11.0,14.8,5.8,4.1,4.7,2.6,2.1,2.2,2.4,2.1
2587,PSYC 396: Decisions and Judgments,85,3.42,0.0,56.5,11.8,7.1,4.7,4.7,5.9,0.0,3.5,1.2,0.0,2.4,2.4
2588,"PSYC 396: Emotion, Cognition & The Brain",40,3.53,7.5,45.0,15.0,15.0,5.0,5.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5
2589,PSYC 402: Intro Clin Neuropsych,100,3.66,17.0,44.0,21.0,5.0,1.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0
2590,PSYC 403: Memory and Amnesia,707,3.59,0.0,73.1,0.0,0.0,17.3,0.0,0.0,6.4,0.0,0.0,2.0,0.0,1.3
2591,PSYC 404: Cognitive Neuroscience,149,3.51,16.8,29.5,21.5,10.7,8.1,2.7,4.0,2.7,1.3,2.0,0.7,0.0,0.0
2592,"PSYC 414: Brain, Learning, and Memory",309,3.07,0.0,31.1,14.9,11.0,11.3,8.1,3.9,5.8,4.2,3.6,2.6,1.6,1.9
2593,PSYC 417: Neuroscience of Eating & Drinking,60,3.67,20.0,45.0,10.0,10.0,6.7,1.7,1.7,3.3,0.0,1.7,0.0,0.0,0.0
2594,PSYC 423: Language Acquisition,30,2.89,10.0,3.3,13.3,16.7,10.0,13.3,13.3,10.0,6.7,0.0,3.3,0.0,0.0
2595,PSYC 425: Psych of Language,126,3.03,2.4,36.5,15.1,5.6,9.5,7.1,5.6,4.0,1.6,0.8,0.8,0.8,10.3
2596,PSYC 445: Cognitive Neuroscience Lab,124,3.22,16.1,21.0,14.5,10.5,9.7,8.9,3.2,4.8,5.6,2.4,3.2,0.0,0.0
2597,PSYC 450: Cognitive Psychophysiology,79,3.7,8.9,63.3,0.0,0.0,25.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2598,PSYC 453: Cog Neuroscience of Vision,22,3.26,0.0,36.4,13.6,4.5,22.7,13.6,4.5,0.0,0.0,0.0,0.0,0.0,4.5
2599,PSYC 455: Organizational Psych,858,3.35,3.8,31.1,16.1,16.1,14.2,8.9,2.3,2.7,2.8,0.2,0.0,0.2,1.5
2600,PSYC 462: How Children Think,72,3.12,2.8,29.2,19.4,9.7,8.3,6.9,4.2,6.9,4.2,2.8,2.8,0.0,2.8
2601,PSYC 465: Personality and Soc Dev,472,3.31,9.5,35.8,8.5,6.4,18.6,5.5,4.4,5.9,1.5,0.4,1.1,0.2,2.1
2602,PSYC 468: Psych and Law,1164,3.31,19.7,25.2,14.6,10.6,8.4,5.3,4.0,3.8,1.5,1.5,0.9,0.7,3.7
2603,PSYC 475: Personnel Psych,164,3.6,12.8,36.6,23.8,9.8,5.5,5.5,3.7,0.6,1.2,0.0,0.0,0.0,0.6
2604,PSYC 489: Neural Network Modeling Lab,44,3.64,50.0,27.3,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2605,PSYC 496: IntroCounselingParaprofessProg,48,3.86,0.0,91.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
2606,PSYC 496: IntroFaciltatngIntrGrpDialogue,21,3.16,9.5,33.3,19.0,4.8,9.5,4.8,0.0,4.8,4.8,0.0,0.0,0.0,9.5
2607,PSYC 496: Programming & Data Science w R,74,3.95,33.8,56.8,5.4,2.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,PSYC 496: Programming and Data Sci w R,23,3.93,13.0,73.9,4.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,PSYC 496: Schizotypy & Schizophrenia,32,3.8,0.0,87.5,3.1,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
2610,PSYC 507: Statistical Methods II,180,3.88,0.0,86.7,3.3,3.3,3.3,2.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0
2611,REHB 330: Disability in American Society,2085,3.63,38.8,38.7,2.9,0.8,9.9,0.5,0.6,2.8,0.2,0.1,1.2,0.0,3.5
2612,REHB 402: Medical Aspects of Disability,124,3.63,1.6,69.4,1.6,0.8,17.7,1.6,0.8,4.8,0.0,0.0,1.6,0.0,0.0
2613,REHB 435: Work and Disability,70,3.86,0.0,88.6,0.0,0.0,8.6,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0
2614,REL 101: Bible as Literature,22,3.58,59.1,18.2,9.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0,4.5
2615,REL 104: Asian Mythology,341,2.94,0.0,21.1,17.6,12.6,15.5,10.3,5.0,5.3,2.3,0.6,1.8,1.2,6.7
2616,REL 108: Religion & Society in West I,112,3.78,61.6,22.3,4.5,1.8,1.8,3.6,0.0,0.9,1.8,0.0,0.0,0.0,1.8
2617,REL 109: Religion & Society in West II,241,3.77,27.0,51.0,10.0,2.5,5.4,0.0,0.8,0.8,0.0,0.0,0.0,0.0,2.5
2618,REL 110: World Religions,2913,3.72,55.9,21.1,8.1,3.7,3.1,1.6,1.3,1.6,0.4,0.5,0.5,0.4,1.8
2619,REL 120: A History of Judaism,94,2.91,8.5,9.6,16.0,18.1,19.1,4.3,6.4,4.3,2.1,2.1,1.1,0.0,8.5
2620,REL 132: Zen,73,3.62,11.0,35.6,26.0,15.1,4.1,5.5,1.4,0.0,0.0,0.0,0.0,0.0,1.4
2621,"REL 134: Religion, Race, and Resistance",107,3.26,7.5,35.5,17.8,15.0,6.5,4.7,0.0,1.9,0.9,0.0,0.9,0.9,8.4
2622,REL 208: Cultures & Literatures of South Asia,219,3.92,6.8,86.8,1.8,0.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
2623,REL 214: Introduction to Islam,232,3.72,14.7,49.1,15.1,4.3,12.9,2.2,0.0,0.9,0.4,0.0,0.4,0.0,0.0
2624,REL 223: The Qur'an (Koran),132,3.61,13.6,50.8,12.1,7.6,3.0,5.3,2.3,1.5,0.8,0.0,0.0,0.8,2.3
2625,"REL 236: Religion, Violence & America",31,3.66,0.0,41.9,29.0,12.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,REL 286: Introduction to Hinduism,24,3.57,4.2,20.8,45.8,12.5,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2627,REL 287: Introduction to Buddhism,113,2.99,1.8,26.5,16.8,16.8,9.7,4.4,3.5,5.3,3.5,0.0,2.7,0.0,8.8
2628,REL 350: South Asian Goddesses,22,3.0,9.1,13.6,27.3,4.5,18.2,4.5,0.0,13.6,0.0,0.0,0.0,0.0,9.1
2629,REL 403: Women in Muslim Societies,83,3.86,66.3,16.9,6.0,4.8,0.0,3.6,1.2,1.2,0.0,0.0,0.0,0.0,0.0
2630,RHET 233: Adv Rhetoric & Composition,405,3.5,20.5,36.8,14.8,7.9,8.6,2.2,1.0,1.2,1.2,0.2,0.7,0.2,4.4
2631,RSOC 270: Global Demography,40,2.92,5.0,17.5,2.5,25.0,15.0,5.0,10.0,12.5,0.0,0.0,0.0,5.0,2.5
2632,RST 100: RST In Modern Society,180,2.98,16.7,18.9,20.0,6.7,4.4,5.6,4.4,3.3,5.6,3.3,0.0,2.2,8.9
2633,"RST 100: Recreation, Sport, and Tourism in Modern Society",715,3.41,29.2,26.2,13.6,7.4,4.8,5.3,2.4,2.2,2.7,1.3,0.3,0.1,4.6
2634,"RST 101: Orientation to Recreation, Sport and Tourism",43,2.97,23.3,11.6,14.0,9.3,4.7,4.7,7.0,7.0,4.7,7.0,0.0,2.3,4.7
2635,"RST 120: Parks, Recreation, and Environments",1124,3.42,22.2,26.0,15.5,8.3,9.9,6.8,2.9,3.7,1.0,0.6,0.1,0.3,2.8
2636,RST 130: Foundations of Sport Mgt,236,3.4,0.8,55.9,0.0,8.9,19.1,0.0,0.0,11.9,0.0,0.0,2.1,0.0,1.3
2637,RST 150: Foundations of Tourism,49,3.44,26.5,38.8,2.0,0.0,10.2,12.2,0.0,4.1,0.0,0.0,2.0,2.0,2.0
2638,RST 180: Professional Applications,23,3.65,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
2639,RST 199: BUS Strats for Prof Sport Orgs,263,3.34,1.9,57.0,3.0,0.4,19.0,1.1,0.8,11.0,0.0,0.0,1.5,0.0,4.2
2640,RST 199: E-Sport Foundations,84,3.3,0.0,61.9,9.5,4.8,0.0,4.8,2.4,4.8,2.4,0.0,0.0,0.0,9.5
2641,RST 199: E-Sports Foundations,77,2.71,1.3,35.1,6.5,3.9,10.4,13.0,1.3,3.9,3.9,0.0,5.2,1.3,14.3
2642,RST 199: Inclusive By Design,48,3.34,14.6,27.1,27.1,6.2,2.1,10.4,2.1,4.2,0.0,0.0,0.0,0.0,6.2
2643,RST 199: Inclusive by Design,45,3.64,42.2,20.0,13.3,6.7,4.4,6.7,2.2,2.2,2.2,0.0,0.0,0.0,0.0
2644,RST 199: Issues in Sport & Higher Ed,108,3.77,0.0,82.4,4.6,2.8,3.7,2.8,0.9,0.0,0.0,0.0,0.9,0.0,1.9
2645,"RST 200: Leadership in Recreation, Sport and Tourism",323,3.41,0.6,65.3,0.0,0.0,19.8,0.0,0.0,7.7,0.0,0.0,2.5,0.3,3.7
2646,"RST 210: Management in Recreation, Sport and Tourism",639,3.3,2.8,39.1,15.8,8.1,13.5,4.9,3.6,4.9,1.9,0.3,2.5,0.2,2.5
2647,"RST 216: Technology in Recreation, Sport and Tourism",563,3.36,7.6,43.9,13.3,3.9,14.4,3.0,1.4,4.8,1.1,0.5,1.2,0.7,4.1
2648,"RST 230: Diversity in Recreation, Sport, and Tourism",3139,3.38,21.5,26.7,14.2,9.5,9.8,5.2,2.9,3.3,1.8,0.5,1.0,0.4,3.1
2649,"RST 240: Financial Resource Management in Recreation, Sport and Tourism",214,3.07,15.9,14.0,17.8,9.3,12.1,7.5,2.8,5.6,5.6,1.9,1.9,4.7,0.9
2650,RST 242: Nature and American Culture,17115,3.55,0.0,77.5,0.0,0.0,11.0,0.0,0.0,4.7,0.0,0.0,2.0,0.0,4.7
2651,"RST 255: Ethical Issues in Recreation, Sport and Tourism",251,3.07,0.0,50.2,0.0,0.0,25.9,0.0,0.0,12.4,0.0,0.0,4.0,0.0,7.6
2652,"RST 260: Disability in Recreation, Sport and Tourism",490,3.25,33.3,20.4,9.4,6.7,6.5,4.1,4.3,3.7,1.6,0.8,1.2,1.0,6.9
2653,"RST 316: Human Development and Recreation, Sport and Tourism",835,3.29,10.4,26.0,20.7,11.5,9.9,7.1,3.6,4.0,1.3,0.6,0.8,0.6,3.5
2654,"RST 325: Marketing in Recreation, Sport and Tourism",726,3.16,10.6,18.5,17.2,11.6,13.4,10.5,5.1,5.9,2.8,0.3,1.1,1.0,2.2
2655,RST 335: Leisure and Consumer Culture,389,3.35,40.4,23.7,9.0,5.1,3.3,2.8,2.8,1.3,0.5,0.5,0.5,0.8,9.3
2656,RST 350: Tourism and Culture,78,3.9,66.7,21.8,3.8,1.3,5.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
2657,"RST 360: Communication in Recreation, Sport & Tourism",163,3.53,19.6,35.6,15.3,8.0,6.7,3.7,3.1,4.3,1.2,0.0,1.8,0.0,0.6
2658,RST 370: Research Methods & Analysis,280,3.55,18.2,39.6,0.7,16.8,16.1,0.0,3.9,2.9,0.0,1.1,0.4,0.0,0.4
2659,RST 407: Sport Analytics: Data-Driven Decision Making,24,3.49,4.2,33.3,33.3,8.3,8.3,0.0,0.0,8.3,4.2,0.0,0.0,0.0,0.0
2660,"RST 429: Contemporary Issues in Recreation, Sport and Tourism",509,3.24,1.6,36.0,13.9,12.6,16.5,2.9,3.1,4.7,1.6,0.8,1.8,1.2,3.3
2661,RST 430: Sport & Development,315,3.28,14.0,18.7,18.4,14.3,11.7,7.3,5.4,5.1,0.6,1.3,1.3,0.6,1.3
2662,RST 440: HR Management in RST,202,3.38,0.0,54.0,4.0,3.0,24.3,2.0,1.5,6.4,0.0,0.0,3.5,0.0,1.5
2663,"RST 460: Event Management in Recreation, Sport and Tourism",275,3.49,18.2,34.9,20.4,5.8,6.9,3.3,3.3,1.1,0.7,0.4,1.1,1.1,2.9
2664,"RST 465: Event Implementation and Evaluation in Recreation, Sport and Tourism",404,3.59,26.5,31.7,16.6,5.0,7.2,5.4,2.5,1.2,2.2,0.0,0.5,0.0,1.2
2665,RST 480: Orientation to Internship,477,3.48,28.3,33.1,6.7,3.6,12.2,4.4,2.9,1.7,2.5,1.7,1.3,0.0,1.7
2666,RST 515: Marketing in RST,30,3.6,36.7,26.7,16.7,3.3,10.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.3
2667,RST 519: Strategic Management in RST,25,3.35,40.0,24.0,4.0,4.0,4.0,0.0,12.0,0.0,4.0,0.0,4.0,0.0,4.0
2668,RUSS 115: Intro to Russian Culture,27,3.68,22.2,37.0,11.1,11.1,11.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,RUSS 122: Russia and Black America,112,3.5,12.5,47.3,11.6,1.8,13.4,5.4,1.8,0.9,0.0,0.0,1.8,0.0,3.6
2670,RUSS 201: Second-Year Russian I,23,3.36,39.1,17.4,4.3,0.0,13.0,17.4,0.0,4.3,0.0,0.0,0.0,0.0,4.3
2671,RUSS 220: Golden Age of Russian Literature,23,3.59,13.0,43.5,17.4,4.3,13.0,4.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0
2672,RUSS 322: Dostoevsky,34,3.83,23.5,47.1,23.5,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0
2673,RUSS 323: Tolstoy,43,3.51,14.0,60.5,9.3,0.0,4.7,0.0,2.3,0.0,0.0,0.0,0.0,0.0,9.3
2674,SBC 501: Strategic Branding: Global Perspectives,33,3.48,33.3,24.2,24.2,6.1,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,6.1
2675,SBC 504: Managing Projects & Teams,199,3.65,32.2,26.6,18.1,10.1,4.0,4.5,1.5,0.5,0.0,0.5,0.0,0.5,1.5
2676,SBC 505: Consumer Insights II,117,3.8,34.2,30.8,21.4,8.5,1.7,2.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0
2677,SBC 506: Measurement and Evaluation,198,3.53,39.4,16.2,11.1,8.1,10.1,5.1,5.1,1.0,2.5,0.5,0.0,0.5,0.5
2678,SBC 510: Messaging Strategy,126,3.78,58.7,15.9,7.9,9.5,4.0,0.0,2.4,0.8,0.0,0.0,0.0,0.0,0.8
2679,SBC 511: Strategic Analytics & Data Visual,132,3.58,57.6,14.4,7.6,2.3,6.1,4.5,0.8,0.8,0.0,0.0,1.5,0.0,4.5
2680,SCAN 225: Vikings to Volvos: Scandinavia,77,3.36,2.6,33.8,22.1,9.1,16.9,3.9,3.9,3.9,0.0,0.0,1.3,0.0,2.6
2681,SCAN 251: Viking Mythology,308,3.75,11.7,63.0,11.7,4.5,3.9,1.9,0.0,0.0,0.6,0.0,0.3,0.3,1.9
2682,SCAN 252: Viking Sagas in Translation,60,3.77,23.3,41.7,18.3,5.0,6.7,3.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2683,SE 100: Introduction to ISE,125,3.9,79.2,12.0,0.0,6.4,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8
2684,SE 261: Business Side of Engineering,629,3.28,0.2,31.5,14.1,10.5,26.9,5.6,2.4,4.8,0.6,1.0,1.3,0.0,1.3
2685,SE 311: Engineering Design Analysis,295,2.95,14.9,11.5,12.5,6.8,16.6,11.9,5.1,9.8,0.0,0.0,7.1,1.4,2.4
2686,SE 312: Instrumentation and Test Lab,300,2.95,9.3,22.0,3.0,14.7,14.3,10.3,6.3,7.0,1.7,1.7,2.0,5.0,2.7
2687,SE 320: Control Systems,77,3.83,28.6,45.5,15.6,3.9,3.9,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0
2688,SE 410: Component Design,79,3.27,5.1,26.6,11.4,13.9,15.2,13.9,11.4,1.3,0.0,0.0,0.0,0.0,1.3
2689,SE 411: Reliability Engineering,71,3.65,14.1,31.0,26.8,11.3,11.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,SE 413: Engineering Design Optimization,133,3.37,4.5,39.1,18.8,8.3,9.0,3.0,5.3,4.5,3.8,0.8,2.3,0.8,0.0
2691,SE 422: Robot Dynamics and Control,166,3.61,12.0,44.6,15.7,9.6,8.4,3.6,1.8,1.8,0.6,0.0,0.6,0.6,0.6
2692,SE 423: Mechatronics,167,3.77,20.4,53.3,6.0,8.4,8.4,2.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0
2693,SE 424: State Space Design for Control,305,3.14,5.9,20.0,10.5,13.1,19.7,14.4,5.6,6.2,2.6,0.3,0.3,0.3,1.0
2694,SE 494: Senior Engineering Project I,95,3.83,9.5,56.8,21.1,8.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695,SE 495: Senior Engineering Project II,95,3.87,14.7,61.1,15.8,4.2,3.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,"SHS 120: Child, Comm, & Lang Ability",2372,3.46,0.0,65.3,0.0,0.0,23.9,0.0,0.0,5.8,0.0,0.0,1.3,0.0,3.7
2697,SHS 170: Intro Hum Comm Sys & Disorders,1031,3.75,17.4,51.8,13.4,7.7,3.8,2.3,1.5,0.8,0.3,0.3,0.4,0.0,0.5
2698,SHS 200: General Phonetics,371,3.61,31.5,25.6,14.3,9.2,7.3,6.5,1.9,1.3,1.3,0.5,0.3,0.0,0.3
2699,SHS 222: Language & Culture of Deaf Communities,1438,3.89,38.7,46.1,8.1,3.1,1.6,1.0,0.6,0.3,0.1,0.0,0.0,0.0,0.5
2700,SHS 240: Intro Sound & Hearing Science,272,3.6,17.3,43.8,12.5,5.1,10.3,4.0,1.1,4.0,0.0,0.4,0.0,0.7,0.7
2701,SHS 271: Communication and Aging,568,3.66,22.2,28.0,28.3,8.8,7.0,2.5,0.5,0.7,0.5,0.7,0.0,0.4,0.4
2702,SHS 300: Anat & Physiol Spch Mechanism,328,3.35,20.4,18.3,17.7,12.8,10.4,9.1,2.1,1.8,2.4,2.1,1.2,0.6,0.9
2703,SHS 301: General Speech Science,280,3.53,23.9,21.8,20.0,13.6,7.5,5.7,3.6,1.4,0.7,1.1,0.0,0.7,0.0
2704,SHS 320: Development of Spoken Language,464,3.61,22.8,39.9,11.6,5.6,9.3,3.9,0.9,3.0,0.0,0.9,1.5,0.2,0.4
2705,SHS 333: Children with Neurodevelopmental Disorders Across Communication Contexts,204,3.79,16.2,58.8,12.3,3.9,4.4,1.0,0.5,1.5,0.5,0.0,0.0,0.0,1.0
2706,SHS 352: Hearing Health and Society,287,3.78,37.3,34.8,11.1,6.3,4.9,2.8,2.1,0.3,0.0,0.3,0.0,0.0,0.0
2707,SHS 380: Comm Competence and Disorders,375,3.81,31.2,46.4,9.3,4.0,5.1,1.6,1.1,0.3,0.0,0.0,0.0,0.5,0.5
2708,SHS 385: Evidence-Based Practice in Communication Sciences and Disorders,167,3.8,43.1,28.1,15.6,4.8,4.2,2.4,0.0,0.6,0.6,0.6,0.0,0.0,0.0
2709,SHS 385: Interpreting Clinical Research in Speech & Hearing Science,159,3.76,47.2,17.6,17.6,7.5,5.7,1.3,1.3,1.3,0.0,0.6,0.0,0.0,0.0
2710,SHS 410: Stuttering: Theory & Practice,24,3.76,16.7,41.7,20.8,12.5,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,SHS 427: Language and the Brain,171,3.35,25.1,21.1,19.9,8.8,6.4,5.8,1.8,0.6,2.9,1.2,0.6,1.8,4.1
2712,SHS 431: Lang Disorders Preschool Child,55,3.91,1.8,80.0,10.9,5.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,SHS 433: Children with Neurodevelopmental Disorders Across Communication Contexts,32,3.57,25.0,37.5,3.1,9.4,12.5,9.4,0.0,0.0,0.0,0.0,0.0,3.1,0.0
2714,SHS 473: Augmentative & Alt Comm,280,3.8,29.6,42.1,14.3,6.1,4.3,1.8,0.4,0.7,0.4,0.0,0.0,0.0,0.4
2715,SHS 475: Prepracticum in SHS,35,3.94,0.0,94.3,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,SHS 475: Prepracticum in SLP,116,3.84,0.0,88.8,0.0,0.0,6.9,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
2717,SHS 481: Creating and Procuring Accessible Electronic Materials,26,3.73,0.0,76.9,11.5,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0
2718,SHS 482: Designing Universally Accessible Web Resources,29,3.59,0.0,75.9,6.9,0.0,6.9,0.0,0.0,0.0,0.0,6.9,0.0,0.0,3.4
2719,SHS 511: Assessment and Management of Voice Disorders,31,3.8,6.5,58.1,22.6,9.7,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0
2720,SHS 513: Assessment and Management of Dysphagia,23,3.9,17.4,60.9,13.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,SHS 532: Language Disorders & Literacy in School-Age Children & Youth,24,3.86,0.0,79.2,12.5,0.0,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,SHS 533: Approaches to Language Diagnostics and Clinical Reasoning,24,3.96,0.0,95.8,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,SHS 534: Aphasia and Related Disorders,101,3.82,5.0,56.4,29.7,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,SHS 572: Counseling in Comm Disorders,38,3.97,73.7,23.7,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2725,SHS 574: Communication in Individuals with Autism Spectrum Disorders,85,3.77,16.5,44.7,21.2,9.4,7.1,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2726,SHS 576: School Intrnshp Spch-Lang Path,31,3.75,48.4,22.6,9.7,6.5,6.5,3.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0
2727,SHS 577: Advanced Practicum in SHS,21,3.94,47.6,42.9,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,SHS 577: Advanced practicum in SLP,32,3.92,37.5,43.8,12.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,SHS 578: Medical Methods in Speech-Language Pathology,56,3.9,66.1,23.2,7.1,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
2730,SLCL 200: Lang&Cultures of Mediterranean,36,3.77,13.9,63.9,8.3,0.0,8.3,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0
2731,SOC 100: Introduction to Sociology,5111,3.49,10.3,36.9,21.7,10.0,7.3,4.2,2.1,3.4,0.9,0.1,1.2,0.2,1.7
2732,SOC 101: Sociology of Gender,209,3.48,14.4,45.0,13.9,5.3,8.6,2.4,1.0,1.0,1.9,0.5,1.4,0.5,4.3
2733,SOC 160: Global Ineq and Social Change,183,3.34,4.9,38.8,16.4,9.3,13.1,4.4,2.7,3.8,0.0,0.0,3.3,0.0,3.3
2734,SOC 163: Social Problems,178,3.58,31.5,33.7,8.4,6.7,7.9,5.6,1.1,0.6,0.0,0.0,1.1,1.1,2.2
