,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
3140,PS 224: Politics of the National Parks,200,2.98,5.0,21.0,19.0,9.5,9.5,11.5,4.0,6.0,3.5,2.5,2.5,0.5,5.5
3141,PS 225: Environmental Politics & Policy,111,3.05,13.5,19.8,12.6,12.6,8.1,8.1,8.1,3.6,4.5,0.9,1.8,0.9,5.4
3142,PS 230: Intro to Pol Research,265,3.43,28.3,29.1,13.2,4.2,10.9,2.3,1.1,2.6,0.8,0.8,1.1,1.1,4.5
3143,PS 231: Strategic Models,132,3.26,1.5,31.1,18.2,14.4,12.9,9.1,3.0,2.3,2.3,0.0,3.0,0.0,2.3
3144,PS 240: Intro to Comp Politics,276,3.49,22.5,31.9,11.2,10.9,8.7,4.0,2.5,4.0,0.4,1.1,1.1,0.0,1.8
3145,PS 241: Comp Politics in Dev Nations,459,3.2,13.9,20.3,18.1,11.3,15.5,5.4,2.6,2.2,3.7,0.7,0.2,0.4,5.7
3146,PS 250: Rise Up: Organizing Resistance,169,3.68,0.0,79.3,5.3,2.4,4.1,2.4,0.0,1.2,0.6,0.0,0.6,0.6,3.6
3147,PS 270: Intro to Political Theory,756,3.49,10.1,34.3,20.5,12.6,10.7,3.6,2.4,2.4,1.2,0.3,0.3,0.3,1.6
3148,PS 272: Women and Politics,29,3.43,24.1,27.6,3.4,17.2,6.9,13.8,3.4,0.0,0.0,0.0,0.0,0.0,3.4
3149,PS 280: Intro to Intl Relations,525,3.11,6.3,25.0,15.6,12.8,13.5,7.2,4.4,4.6,1.7,1.5,1.5,0.8,5.1
3150,PS 281: Intro to Intl Relations-ACP,139,3.01,14.4,17.3,14.4,15.1,7.9,10.1,4.3,2.9,2.9,0.0,0.0,0.0,10.8
3151,PS 282: Governing Globalization,281,3.43,7.1,30.2,21.0,15.3,13.5,4.3,2.1,3.6,0.7,0.0,0.0,0.4,1.8
3152,PS 283: Intro to Intl Security,121,3.31,0.0,29.8,19.8,18.2,13.2,4.1,6.6,5.0,1.7,0.0,0.0,0.0,1.7
3153,PS 300: Politics & Inst in Brazil,21,3.6,19.0,66.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
3154,PS 300: Politics of the Internet,27,3.77,0.0,85.2,7.4,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,3.7
3155,PS 300: Social Movements & Contention,31,3.86,0.0,71.0,22.6,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,PS 300: Terrorism,257,3.61,0.0,41.2,36.6,14.4,2.3,0.8,1.2,1.2,0.0,0.0,0.0,0.0,2.3
3157,PS 301: The US Constitution I,490,3.58,29.8,38.0,11.0,4.9,4.7,2.2,1.8,1.2,0.8,0.4,1.4,0.4,3.3
3158,PS 302: The US Constitution II,386,3.55,20.5,34.5,13.2,9.8,9.8,6.5,0.5,2.1,0.5,0.0,0.5,0.3,1.8
3159,PS 305: The US Supreme Court,212,3.72,58.5,20.8,9.9,1.4,1.4,1.9,0.0,0.9,1.4,0.0,0.0,0.0,3.8
3160,PS 306: Judicial Politics,25,3.97,36.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,PS 310: Politics of Organizations,22,3.71,13.6,54.5,18.2,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0
3162,PS 312: Politics and the Media,182,2.81,4.9,14.8,11.0,13.2,14.3,11.5,6.0,6.6,4.9,2.2,4.9,1.1,4.4
3163,PS 314: Political Psychology,71,3.05,9.9,11.3,12.7,15.5,22.5,7.0,4.2,9.9,1.4,0.0,4.2,0.0,1.4
3164,PS 316: Latina/Latino Politics,110,3.89,65.5,24.5,1.8,2.7,1.8,0.0,0.9,2.7,0.0,0.0,0.0,0.0,0.0
3165,PS 318: Interests Grps & Soc Movements,181,3.03,1.7,12.7,28.7,16.0,11.0,11.6,4.4,2.8,2.2,0.0,0.0,4.4,4.4
3166,PS 320: Public Opinion,349,3.3,1.1,30.7,18.9,17.2,17.8,2.6,1.7,4.0,1.7,0.3,0.6,0.0,3.4
3167,PS 321: Principles of Public Policy,248,3.05,0.0,5.6,37.1,15.3,17.7,8.1,4.8,2.4,1.6,0.0,1.6,0.0,5.6
3168,PS 322: Law and Public Policy,542,3.13,0.0,10.0,37.6,17.3,13.3,6.3,4.8,2.2,1.1,1.5,0.4,1.5,4.1
3169,PS 323: Law and Representation,170,3.15,0.0,23.5,15.9,18.8,13.5,9.4,8.8,2.9,4.7,0.0,0.0,0.0,2.4
3170,PS 330: Intro to Political Behavior,248,3.36,8.9,37.1,18.5,8.9,9.7,2.8,2.8,3.2,2.0,0.0,0.8,1.2,4.0
3171,PS 343: Gov & Pol of China,164,3.26,10.4,22.6,16.5,15.9,13.4,6.1,4.9,4.9,1.2,0.6,0.6,0.6,2.4
3172,PS 344: Government and Politics of Japan,44,3.32,11.4,36.4,15.9,6.8,4.5,6.8,0.0,9.1,4.5,0.0,2.3,0.0,2.3
3173,PS 347: Gov & Pol of Middle East,48,3.1,4.2,25.0,14.6,18.8,10.4,8.3,4.2,0.0,6.2,0.0,4.2,0.0,4.2
3174,PS 348: Gov & Pol in Western Europe,320,3.24,19.4,23.4,11.2,12.2,11.2,4.7,4.1,3.8,3.1,0.9,0.9,0.6,4.4
3175,PS 356: Comparative Political Economy,25,3.37,4.0,28.0,28.0,8.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
3176,PS 359: Government and Politics of East Asia,21,3.29,4.8,47.6,19.0,9.5,0.0,4.8,0.0,0.0,0.0,0.0,4.8,0.0,9.5
3177,PS 370: Justice in the Law,658,3.54,24.9,24.3,17.8,13.1,8.4,4.9,1.4,2.3,1.1,0.5,0.3,0.3,0.9
3178,PS 372: Modern Political Theory,25,3.41,0.0,24.0,20.0,32.0,16.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
3179,PS 373: Democratic Theory,22,2.98,0.0,13.6,9.1,18.2,18.2,13.6,18.2,4.5,4.5,0.0,0.0,0.0,0.0
3180,PS 381: International Relations of East Asia,75,3.46,16.0,24.0,20.0,16.0,9.3,6.7,2.7,1.3,1.3,0.0,2.7,0.0,0.0
3181,PS 383: Politics of Terrorism,88,3.67,0.0,38.6,51.1,5.7,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,2.3
3182,PS 385: Politics of the European Union,38,2.87,7.9,26.3,15.8,10.5,5.3,5.3,7.9,2.6,0.0,2.6,0.0,0.0,15.8
3183,PS 386: International Law,222,2.72,0.0,4.1,9.5,13.1,27.9,16.7,9.5,9.5,2.7,2.3,0.5,0.0,4.5
3184,PS 390: American Foreign Policy,343,3.69,0.0,45.8,38.2,9.9,2.9,0.3,0.6,0.9,0.0,0.0,0.0,0.0,1.5
3185,PS 396: International Conflict,80,2.91,1.2,12.5,18.8,11.2,20.0,13.8,8.8,3.8,2.5,0.0,1.2,0.0,6.2
3186,PS 398: Strategic Interntl Relations,133,3.5,0.0,39.1,27.1,13.5,9.8,4.5,1.5,0.8,1.5,0.0,0.0,0.0,2.3
3187,PS 456: Democracy and Identity,27,3.32,3.7,55.6,11.1,0.0,14.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0,11.1
3188,PS 457: Dem Gov in a Global Setting,23,3.49,4.3,34.8,13.0,26.1,8.7,8.7,0.0,4.3,0.0,0.0,0.0,0.0,0.0
3189,PS 481: Non-State Violent Actors in World Politics,21,3.36,0.0,14.3,19.0,38.1,19.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,PS 495: Senior Honors Seminar,27,3.67,59.3,14.8,11.1,3.7,0.0,0.0,3.7,0.0,0.0,3.7,3.7,0.0,0.0
3191,PSM 501: PSM Industry Seminar I,21,3.89,47.6,38.1,4.8,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3192,PSYC 100: Intro Psych,15036,3.46,17.5,33.4,18.8,8.8,6.1,4.6,2.4,1.8,1.2,0.7,0.6,0.6,3.3
3193,"PSYC 144: Stereotypes, Prejudice & Discrimination",231,3.79,58.0,26.0,4.3,1.7,4.3,0.9,0.9,0.9,0.0,0.4,1.3,0.0,1.3
3194,PSYC 201: Intro to Social Psych,4446,3.14,16.6,17.9,15.4,8.6,11.5,9.2,4.0,6.2,3.5,1.3,1.7,0.8,3.3
3195,PSYC 204: Intro to Brain and Cognition,724,3.41,14.1,29.6,20.4,8.6,6.9,8.3,3.9,3.2,1.8,1.0,0.6,0.3,1.5
3196,PSYC 207: Psychology of Prejudice and Discrimination,291,3.49,21.6,30.2,14.8,11.0,8.9,3.1,2.7,2.4,1.7,0.3,0.3,0.7,2.1
3197,PSYC 210: Behavioral Neuroscience,4775,2.73,9.9,17.0,7.9,7.4,15.5,6.3,5.9,9.0,3.3,3.7,5.1,1.7,7.4
3198,PSYC 216: Child Psych,6803,3.07,15.1,18.5,11.6,10.1,13.3,7.5,5.1,6.4,3.3,1.8,2.7,1.5,3.3
3199,PSYC 224: Cognitive Psych,2556,3.24,4.2,41.2,6.6,4.9,22.1,2.4,2.2,8.8,1.3,0.9,2.4,0.5,2.5
3200,PSYC 230: Perception & Sensory Processes,3678,3.4,40.3,16.6,9.8,7.3,6.4,4.1,3.1,4.0,2.1,1.2,1.4,0.7,3.0
3201,PSYC 235: Intro to Statistics,807,2.92,13.6,20.7,11.5,8.8,11.0,6.6,4.7,5.2,3.6,1.6,1.5,2.1,9.0
3202,PSYC 238: Psychopathology and Problems in Living,4064,3.06,5.2,22.5,14.5,12.8,14.8,8.7,5.6,5.2,2.4,1.6,1.6,0.9,4.3
3203,PSYC 239: Community Psych,924,3.79,0.9,77.4,7.7,5.3,3.8,0.9,1.1,1.2,0.4,0.2,0.4,0.0,0.8
3204,PSYC 245: Industrial Org Psych,1690,3.51,28.3,33.8,10.2,7.3,6.7,2.2,1.7,3.1,1.0,0.8,1.6,0.2,3.1
3205,PSYC 248: Learning and Memory,1649,3.59,2.0,70.7,0.2,4.1,12.5,0.1,1.5,5.3,0.0,0.1,1.6,0.1,1.8
3206,PSYC 250: Psych of Personality,1614,3.32,29.9,17.5,12.0,9.3,8.2,7.3,4.1,3.4,2.1,1.2,1.0,0.7,3.3
3207,PSYC 255: Decisions & Judgment,44,3.27,0.0,54.5,9.1,6.8,0.0,9.1,9.1,0.0,2.3,2.3,0.0,0.0,6.8
3208,PSYC 296: Introduction to Current Topics in Psychology,64,3.73,37.5,25.0,18.8,12.5,3.1,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0
3209,PSYC 302: Applied Neuroscience,532,3.33,14.1,27.6,15.2,9.8,12.0,5.8,3.8,6.0,1.1,0.8,1.3,1.1,1.3
3210,PSYC 308: Psychology of Religion and Spirituality,131,3.84,0.8,78.6,8.4,5.3,3.8,0.0,2.3,0.0,0.8,0.0,0.0,0.0,0.0
3211,PSYC 312: Psychology of Race & Ethnicity,262,3.64,0.4,61.5,12.2,6.5,12.2,1.9,1.1,1.5,0.8,0.0,1.1,0.0,0.8
3212,"PSYC 313: Drugs, Brain and Behavior",408,3.01,8.1,21.8,14.7,6.4,15.4,7.1,4.2,9.3,4.9,1.0,2.2,0.7,4.2
3213,PSYC 318: Psych of the Infant,365,3.53,18.9,30.7,19.5,9.3,7.7,6.6,2.2,0.8,1.6,0.8,0.3,0.5,1.1
3214,PSYC 320: The Teenage Years,456,3.75,53.7,22.1,7.5,5.7,3.5,1.5,2.4,0.9,0.7,0.9,0.4,0.2,0.4
3215,PSYC 321: Human Memory,47,3.92,27.7,59.6,4.3,6.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,PSYC 324: Developmental Psychopathology,150,3.31,10.0,37.3,6.7,7.3,20.0,4.7,1.3,4.7,3.3,0.7,1.3,0.0,2.7
3217,PSYC 328: Psychology of Gender,740,3.71,55.0,16.4,9.3,5.0,5.8,3.1,1.5,1.2,1.1,0.1,0.9,0.3,0.3
3218,PSYC 331: Cognitive Psych Lab,262,3.32,0.8,55.3,5.3,9.2,10.7,4.6,2.3,1.9,1.5,0.0,1.9,0.0,6.5
3219,PSYC 332: Social Psych Methods Lab,635,3.42,10.7,31.8,18.4,10.6,9.9,6.9,3.1,4.1,2.2,0.6,0.6,0.2,0.8
3220,PSYC 333: Social Psych in Society Lab,266,3.39,28.2,17.7,13.9,8.3,10.5,9.0,4.1,3.0,1.9,0.8,1.1,0.0,1.5
3221,PSYC 336: Depression and Mood Disorders,38,3.04,2.6,23.7,10.5,10.5,26.3,2.6,2.6,10.5,2.6,0.0,7.9,0.0,0.0
3222,PSYC 336: Multiculturalism CC Res & Prac,87,3.67,42.5,31.0,6.9,5.7,6.9,0.0,2.3,0.0,0.0,0.0,1.1,1.1,2.3
3223,PSYC 336: Self In Virtual Communities,56,3.51,41.1,21.4,8.9,10.7,8.9,0.0,0.0,1.8,0.0,0.0,0.0,3.6,3.6
3224,PSYC 336: Self in Virtual Communities,58,3.77,63.8,15.5,1.7,10.3,3.4,1.7,1.7,0.0,0.0,0.0,0.0,0.0,1.7
3225,PSYC 336: Stress&Resilency in Childhood,34,3.27,0.0,41.2,5.9,11.8,23.5,2.9,2.9,5.9,2.9,0.0,0.0,0.0,2.9
3226,PSYC 336: Topics in Clin/Comm Psych,73,3.7,31.5,45.2,6.8,4.1,4.1,1.4,1.4,2.7,0.0,0.0,0.0,0.0,2.7
3227,PSYC 339: Restorative Justice: Principles and Methods,178,3.73,0.0,64.6,15.2,7.9,8.4,1.1,0.0,2.2,0.0,0.0,0.0,0.0,0.6
3228,PSYC 340: CounselCenterParaProfessional,138,3.86,7.2,73.9,8.7,4.3,2.9,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0
3229,PSYC 340: Mindfulness SrvceLearning Pt 1,23,3.59,52.2,4.3,8.7,17.4,8.7,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0
3230,PSYC 341: CounselCenterParaProfessional,156,3.8,0.0,80.8,7.7,1.3,1.9,2.6,1.9,1.9,1.9,0.0,0.0,0.0,0.0
3231,PSYC 350: Personality Lab,368,3.77,0.8,84.5,0.0,0.0,9.5,0.0,0.0,3.3,0.0,0.0,1.1,0.0,0.8
3232,PSYC 353: Social Cognition,564,3.25,4.8,42.7,6.2,4.6,20.4,3.7,3.4,5.9,1.4,1.1,2.5,0.0,3.4
3233,PSYC 355: The Attentive Mind,31,3.53,41.9,9.7,16.1,12.9,9.7,3.2,0.0,0.0,0.0,0.0,6.5,0.0,0.0
3234,PSYC 361: The Psychology of Aging,204,3.32,7.8,41.7,8.8,6.9,14.2,3.4,5.4,3.4,2.9,0.0,2.5,0.5,2.5
3235,PSYC 363: Developmental Child Psych Lab,415,3.44,10.8,35.9,18.6,6.5,14.2,2.9,2.9,3.1,0.7,0.7,1.4,0.2,1.9
3236,PSYC 379: Clinical/Abnormal Psych Lab,535,3.15,0.0,35.9,12.3,11.0,14.8,5.8,4.1,4.7,2.6,2.1,2.2,2.4,2.1
3237,PSYC 396: Decisions and Judgments,85,3.42,0.0,56.5,11.8,7.1,4.7,4.7,5.9,0.0,3.5,1.2,0.0,2.4,2.4
3238,"PSYC 396: Emotion, Cognition & The Brain",40,3.53,7.5,45.0,15.0,15.0,5.0,5.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5
3239,PSYC 402: Intro Clin Neuropsych,100,3.66,17.0,44.0,21.0,5.0,1.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0
3240,PSYC 403: Memory and Amnesia,707,3.59,0.0,73.1,0.0,0.0,17.3,0.0,0.0,6.4,0.0,0.0,2.0,0.0,1.3
3241,PSYC 404: Cognitive Neuroscience,149,3.51,16.8,29.5,21.5,10.7,8.1,2.7,4.0,2.7,1.3,2.0,0.7,0.0,0.0
3242,PSYC 408: Human Behavior Genetics,355,3.5,0.0,79.2,0.0,0.0,7.9,0.0,0.0,3.4,0.0,0.0,3.1,0.0,6.5
3243,PSYC 413: Advanced Neuropsychopharmacology,36,3.73,36.1,41.7,5.6,2.8,5.6,0.0,0.0,5.6,2.8,0.0,0.0,0.0,0.0
3244,PSYC 413: Psychopharmacology,137,2.98,0.7,16.1,21.2,17.5,13.1,5.8,6.6,6.6,2.9,2.9,2.2,0.7,3.6
3245,"PSYC 414: Brain, Learning, and Memory",309,3.07,0.0,31.1,14.9,11.0,11.3,8.1,3.9,5.8,4.2,3.6,2.6,1.6,1.9
3246,PSYC 417: Neuroscience of Eating & Drinking,342,3.43,20.2,33.9,10.2,7.0,10.5,3.8,3.2,5.6,1.2,1.2,1.5,0.9,0.9
3247,PSYC 421: Principles of Psychophysiology,77,3.16,10.4,28.6,20.8,3.9,13.0,5.2,1.3,3.9,2.6,0.0,2.6,0.0,7.8
3248,PSYC 423: Language Acquisition,30,2.89,10.0,3.3,13.3,16.7,10.0,13.3,13.3,10.0,6.7,0.0,3.3,0.0,0.0
3249,PSYC 425: Psych of Language,126,3.03,2.4,36.5,15.1,5.6,9.5,7.1,5.6,4.0,1.6,0.8,0.8,0.8,10.3
3250,PSYC 433: Evolutionary Neuroscience,180,2.87,6.1,21.7,10.0,8.3,18.9,3.3,2.8,13.9,2.2,1.7,3.3,3.3,4.4
3251,PSYC 445: Cognitive Neuroscience Lab,124,3.22,16.1,21.0,14.5,10.5,9.7,8.9,3.2,4.8,5.6,2.4,3.2,0.0,0.0
3252,PSYC 450: Cognitive Psychophysiology,79,3.7,8.9,63.3,0.0,0.0,25.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
3253,PSYC 453: Cog Neuroscience of Vision,71,3.37,16.9,32.4,11.3,5.6,16.9,5.6,2.8,2.8,0.0,0.0,1.4,0.0,4.2
3254,PSYC 455: Organizational Psych,858,3.35,3.8,31.1,16.1,16.1,14.2,8.9,2.3,2.7,2.8,0.2,0.0,0.2,1.5
3255,PSYC 462: How Children Think,72,3.12,2.8,29.2,19.4,9.7,8.3,6.9,4.2,6.9,4.2,2.8,2.8,0.0,2.8
3256,PSYC 465: Personality and Soc Dev,909,3.42,10.8,40.7,9.5,7.4,15.8,3.7,2.5,4.5,1.1,0.7,1.5,0.3,1.4
3257,PSYC 468: Psych and Law,1164,3.31,19.7,25.2,14.6,10.6,8.4,5.3,4.0,3.8,1.5,1.5,0.9,0.7,3.7
3258,PSYC 475: Personnel Psych,408,3.57,14.5,34.8,21.6,11.0,5.1,6.1,3.4,1.2,1.0,0.0,0.0,0.0,1.2
3259,PSYC 489: Neural Network Modeling Lab,44,3.64,50.0,27.3,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
3260,PSYC 496: IntroCounselingParaprofessProg,48,3.86,0.0,91.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
3261,PSYC 496: IntroFaciltatngIntrGrpDialogue,21,3.16,9.5,33.3,19.0,4.8,9.5,4.8,0.0,4.8,4.8,0.0,0.0,0.0,9.5
3262,PSYC 496: Positive Psychology,30,3.86,10.0,70.0,10.0,0.0,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263,PSYC 496: Programming & Data Science w R,74,3.95,33.8,56.8,5.4,2.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,PSYC 496: Programming and Data Sci w R,23,3.93,13.0,73.9,4.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,PSYC 496: RJ: Schoolyards and Prison Yar,60,3.76,8.3,61.7,16.7,3.3,3.3,3.3,1.7,0.0,0.0,0.0,0.0,1.7,0.0
3266,PSYC 496: Restorative Justice,79,3.65,0.0,59.5,19.0,8.9,7.6,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5
3267,PSYC 496: Schizotypy & Schizophrenia,32,3.8,0.0,87.5,3.1,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
3268,PSYC 506: Statistical Methods I,76,3.79,0.0,78.9,5.3,2.6,9.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3
3269,PSYC 507: Statistical Methods II,180,3.88,0.0,86.7,3.3,3.3,3.3,2.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0
3270,PSYC 514: Seminar in Cognitive Science,88,3.6,10.2,45.5,15.9,6.8,15.9,1.1,0.0,2.3,0.0,0.0,1.1,0.0,1.1
3271,PSYC 534: Models of Decision and Choice,23,3.94,34.8,52.2,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3272,PSYC 594: Multivar Anlys in Psych and Ed,28,3.96,35.7,57.1,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,REHB 330: Disability in American Society,2085,3.63,38.8,38.7,2.9,0.8,9.9,0.5,0.6,2.8,0.2,0.1,1.2,0.0,3.5
3274,REHB 402: Medical Aspects of Disability,124,3.63,1.6,69.4,1.6,0.8,17.7,1.6,0.8,4.8,0.0,0.0,1.6,0.0,0.0
3275,REHB 435: Work and Disability,70,3.86,0.0,88.6,0.0,0.0,8.6,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0
3276,REL 101: Bible as Literature,22,3.58,59.1,18.2,9.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0,4.5
3277,REL 104: Asian Mythology,600,3.16,0.0,34.5,17.7,11.7,12.0,6.5,3.8,3.3,1.8,0.7,1.2,0.7,6.2
3278,REL 108: Religion & Society in West I,252,3.7,32.9,31.7,17.5,5.6,2.8,4.8,1.2,1.2,1.2,0.0,0.0,0.0,1.2
3279,REL 109: Religion & Society in West II,241,3.77,27.0,51.0,10.0,2.5,5.4,0.0,0.8,0.8,0.0,0.0,0.0,0.0,2.5
3280,REL 110: World Religions,3388,3.68,53.7,21.3,8.4,3.9,3.5,1.6,1.5,1.7,0.6,0.6,0.5,0.5,2.2
3281,REL 120: A History of Judaism,121,3.07,13.2,16.5,16.5,14.9,14.9,3.3,5.0,3.3,1.7,1.7,1.7,0.0,7.4
3282,REL 132: Zen,73,3.62,11.0,35.6,26.0,15.1,4.1,5.5,1.4,0.0,0.0,0.0,0.0,0.0,1.4
3283,"REL 134: Religion, Race, and Resistance",107,3.26,7.5,35.5,17.8,15.0,6.5,4.7,0.0,1.9,0.9,0.0,0.9,0.9,8.4
3284,REL 208: Cultures & Literatures of South Asia,219,3.92,6.8,86.8,1.8,0.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
3285,REL 214: Introduction to Islam,232,3.72,14.7,49.1,15.1,4.3,12.9,2.2,0.0,0.9,0.4,0.0,0.4,0.0,0.0
3286,REL 223: The Qur'an (Koran),132,3.61,13.6,50.8,12.1,7.6,3.0,5.3,2.3,1.5,0.8,0.0,0.0,0.8,2.3
3287,"REL 236: Religion, Violence & America",31,3.66,0.0,41.9,29.0,12.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288,REL 286: Introduction to Hinduism,24,3.57,4.2,20.8,45.8,12.5,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289,REL 287: Introduction to Buddhism,113,2.99,1.8,26.5,16.8,16.8,9.7,4.4,3.5,5.3,3.5,0.0,2.7,0.0,8.8
3290,REL 350: South Asian Goddesses,22,3.0,9.1,13.6,27.3,4.5,18.2,4.5,0.0,13.6,0.0,0.0,0.0,0.0,9.1
3291,REL 403: Women in Muslim Societies,83,3.86,66.3,16.9,6.0,4.8,0.0,3.6,1.2,1.2,0.0,0.0,0.0,0.0,0.0
3292,REL 495: Material Jainism,40,3.31,15.0,25.0,17.5,5.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.5
3293,RHET 233: Adv Rhetoric & Composition,405,3.5,20.5,36.8,14.8,7.9,8.6,2.2,1.0,1.2,1.2,0.2,0.7,0.2,4.4
3294,RSOC 270: Global Demography,40,2.92,5.0,17.5,2.5,25.0,15.0,5.0,10.0,12.5,0.0,0.0,0.0,5.0,2.5
3295,RST 100: RST In Modern Society,180,2.98,16.7,18.9,20.0,6.7,4.4,5.6,4.4,3.3,5.6,3.3,0.0,2.2,8.9
3296,"RST 100: Recreation, Sport, and Tourism in Modern Society",1429,3.44,25.2,28.1,15.2,7.8,6.4,4.6,3.0,2.0,2.2,1.5,0.5,0.3,3.2
3297,"RST 101: Orientation to Recreation, Sport and Tourism",489,3.59,2.0,73.6,1.2,0.8,10.6,0.4,0.6,5.5,0.4,0.6,2.2,0.2,1.6
3298,RST 118: Illini Student-Athlete Transition Seminar,320,3.85,0.0,77.5,11.6,5.6,2.5,0.9,1.6,0.0,0.0,0.0,0.0,0.3,0.0
3299,"RST 120: Parks, Recreation, and Environments",1124,3.42,22.2,26.0,15.5,8.3,9.9,6.8,2.9,3.7,1.0,0.6,0.1,0.3,2.8
3300,RST 130: Foundations of Sport Mgt,831,3.06,0.5,36.6,6.3,8.2,21.2,3.7,1.6,12.2,0.7,0.8,3.6,0.2,4.5
3301,RST 150: Foundations of Tourism,49,3.44,26.5,38.8,2.0,0.0,10.2,12.2,0.0,4.1,0.0,0.0,2.0,2.0,2.0
3302,RST 180: Professional Applications,23,3.65,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
3303,RST 199: BUS Strats for Prof Sport Orgs,263,3.34,1.9,57.0,3.0,0.4,19.0,1.1,0.8,11.0,0.0,0.0,1.5,0.0,4.2
3304,RST 199: E-Sport Foundations,84,3.3,0.0,61.9,9.5,4.8,0.0,4.8,2.4,4.8,2.4,0.0,0.0,0.0,9.5
3305,RST 199: E-Sports Foundations,77,2.71,1.3,35.1,6.5,3.9,10.4,13.0,1.3,3.9,3.9,0.0,5.2,1.3,14.3
3306,RST 199: Inclusive By Design,48,3.34,14.6,27.1,27.1,6.2,2.1,10.4,2.1,4.2,0.0,0.0,0.0,0.0,6.2
3307,RST 199: Inclusive by Design,45,3.64,42.2,20.0,13.3,6.7,4.4,6.7,2.2,2.2,2.2,0.0,0.0,0.0,0.0
3308,RST 199: Issues in Sport & Higher Ed,108,3.77,0.0,82.4,4.6,2.8,3.7,2.8,0.9,0.0,0.0,0.0,0.9,0.0,1.9
3309,"RST 200: Leadership in Recreation, Sport and Tourism",1135,3.39,0.2,63.2,0.0,0.0,21.9,0.0,0.0,8.9,0.0,0.0,2.1,0.1,3.7
3310,RST 205: SPORT AND THE BIG TEN,108,3.41,0.0,63.0,11.1,3.7,7.4,1.9,1.9,0.0,1.9,0.0,1.9,0.0,7.4
3311,RST 205: Sport and the Big Ten,1374,3.64,2.0,71.5,6.0,3.5,6.4,2.2,1.0,3.1,0.4,0.4,1.3,0.3,1.9
3312,"RST 210: Management in Recreation, Sport and Tourism",639,3.3,2.8,39.1,15.8,8.1,13.5,4.9,3.6,4.9,1.9,0.3,2.5,0.2,2.5
3313,"RST 216: Technology in Recreation, Sport and Tourism",683,3.43,17.4,39.7,11.6,3.5,12.2,3.7,1.2,4.0,1.2,0.4,1.0,0.6,3.7
3314,"RST 230: Diversity in Recreation, Sport, and Tourism",6657,3.4,22.8,26.4,13.8,9.7,9.7,4.8,2.9,3.3,1.8,0.5,1.0,0.5,2.8
3315,"RST 240: Financial Resource Management in Recreation, Sport and Tourism",643,3.36,17.9,24.4,16.0,11.5,11.4,5.3,2.0,4.5,2.6,0.6,1.4,1.9,0.5
3316,RST 242: Nature and American Culture,19495,3.56,0.0,77.8,0.0,0.0,11.2,0.0,0.0,4.5,0.0,0.0,2.0,0.0,4.5
