,course,num_students,avg_gpa,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
178,ADV 393: Advertising and Society,428,3.57,13.3,46.5,13.3,4.7,10.3,3.5,1.2,3.5,1.4,0.0,0.7,0.0,1.6
179,ADV 400: Copywriting,40,3.75,0.0,77.5,5.0,2.5,5.0,5.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0
180,ADV 400: NSAC Campaign,28,3.94,0.0,85.7,10.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,ADV 409: Media Entrepreneurship,228,3.87,18.0,64.5,7.5,6.1,1.3,0.9,0.9,0.4,0.0,0.0,0.0,0.0,0.4
182,ADV 410: Public Relations Strategies,295,3.58,23.7,31.2,14.2,3.7,18.6,3.4,1.0,2.0,1.4,0.0,0.3,0.0,0.3
183,ADV 460: Innovation in Advertising,328,3.57,19.8,42.1,8.8,8.8,6.7,4.6,2.7,3.0,0.6,0.3,0.9,0.3,1.2
184,ADV 460: Innovations in Advertising,404,3.45,0.0,33.7,28.7,10.9,14.4,3.5,3.0,2.5,2.0,0.0,1.0,0.0,0.5
185,ADV 461: Computational Advertising,21,3.64,14.3,23.8,42.9,4.8,9.5,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
186,ADV 480: Social Media Analytics,78,3.91,61.5,26.9,3.8,1.3,5.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,ADV 483: Audience Analysis,814,3.34,2.1,23.7,22.4,18.1,16.0,8.6,4.2,2.5,0.6,1.0,0.2,0.2,0.5
188,ADV 490: Digital Portfolio,34,3.72,44.1,26.5,14.7,2.9,5.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.9
189,ADV 490: Social Media Analytics,27,3.83,40.7,48.1,3.7,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0
190,ADV 490: Storytelling for Video in ADV,21,3.54,19.0,42.9,14.3,4.8,9.5,0.0,0.0,4.8,0.0,0.0,0.0,0.0,4.8
191,ADV 491: Digital Content and Social Media Management,72,3.82,37.5,44.4,8.3,0.0,5.6,1.4,0.0,0.0,1.4,0.0,1.4,0.0,0.0
192,ADV 492: Tech and Advertising Campaigns,49,3.63,16.3,40.8,14.3,14.3,6.1,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
193,ADV 498: The Sandage Project,283,3.78,0.0,64.3,19.4,8.8,5.3,0.4,0.7,0.7,0.4,0.0,0.0,0.0,0.0
194,ADV 550: Foundations of Advertising,25,3.92,0.0,84.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,ADV 580: Advertising Theory,25,3.73,4.0,56.0,20.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,ADV 581: Quanti Research Methods in Adv,26,3.7,26.9,42.3,0.0,11.5,15.4,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
197,ADV 582: Qualitative Rsrch in Advert,22,3.68,9.1,36.4,27.3,13.6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,ADV 587: Graduate Seminar I,24,3.86,0.0,70.8,16.7,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,AE 100: Intro to Aerospace Engineering,1115,3.88,16.9,68.3,7.0,2.6,2.9,0.6,0.6,0.6,0.1,0.1,0.0,0.1,0.3
200,AE 140: Aerospace Computer-Aided Design,723,3.48,2.8,51.7,16.2,7.6,7.9,4.0,1.9,1.8,0.3,1.1,1.0,0.3,3.5
201,"AE 199: Design, Build, Fly",97,3.74,12.4,42.3,27.8,11.3,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202,AE 199: Introduction to Rocketry,28,3.82,60.7,32.1,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0
203,AE 202: Aerospace Flight Mechanics,627,3.67,33.5,36.2,11.2,5.6,4.8,3.5,1.3,0.5,0.3,0.0,0.6,0.3,2.2
204,AE 311: Incompressible Flow,615,3.47,15.0,31.2,20.8,10.9,7.8,4.1,2.9,1.8,1.5,0.5,0.7,1.1,1.8
205,AE 312: Compressible Flow,527,3.14,8.0,26.4,12.9,9.7,13.7,8.9,5.7,4.7,2.5,1.5,2.7,0.9,2.5
206,AE 321: Mechs of Aerospace Structures,686,2.71,2.3,20.0,5.5,10.5,17.6,7.9,7.0,10.6,4.1,2.2,4.1,1.9,6.3
207,AE 323: Applied Aerospace Structures,594,2.87,3.0,24.4,8.2,10.1,15.0,8.4,5.7,8.6,3.9,2.2,4.9,2.2,3.4
208,AE 352: Aerospace Dynamical Systems,618,3.41,37.4,20.2,7.8,5.5,6.6,4.9,3.2,6.6,3.2,1.3,1.9,1.0,0.3
209,AE 353: Aerospace Control Systems,604,3.13,8.3,23.5,13.6,12.3,16.9,8.6,2.5,4.0,1.8,0.8,2.5,1.3,4.0
210,AE 370: Aerospace Numerical Methods,585,3.39,7.9,45.3,14.0,8.0,7.7,3.2,1.7,1.5,2.6,1.4,1.4,3.2,2.1
211,AE 402: Orbital Mechanics,292,3.52,29.5,25.7,17.5,3.8,7.2,7.5,1.4,2.7,1.7,0.0,1.4,0.0,1.7
212,AE 403: Spacecraft Attitude Control,30,3.69,33.3,36.7,13.3,3.3,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3
213,AE 410: Computational Aerodynamics,95,3.35,15.8,31.6,20.0,7.4,4.2,3.2,4.2,3.2,3.2,1.1,3.2,1.1,2.1
214,AE 412: Viscous Flow & Heat Transfer,58,3.62,1.7,43.1,22.4,15.5,10.3,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0
215,AE 416: Applied Aerodynamics,112,3.25,17.9,25.0,9.8,9.8,10.7,10.7,5.4,3.6,1.8,0.0,1.8,0.0,3.6
216,AE 419: Aircraft Flight Mechanics,175,3.27,14.9,26.3,10.3,10.9,14.3,7.4,6.3,2.9,1.7,1.7,0.6,0.0,2.9
217,AE 433: Aerospace Propulsion,536,2.82,0.0,21.1,12.1,9.3,11.0,11.2,9.1,10.1,5.8,0.0,8.0,0.6,1.7
218,AE 434: Rocket Propulsion,103,3.08,0.0,20.4,12.6,26.2,12.6,8.7,3.9,5.8,5.8,0.0,1.0,0.0,2.9
219,AE 435: Electric Propulsion,75,2.91,0.0,12.0,17.3,16.0,18.7,10.7,9.3,5.3,1.3,0.0,6.7,0.0,2.7
220,AE 435: Electric Space Propulsion,36,2.67,0.0,13.9,11.1,5.6,19.4,13.9,2.8,11.1,8.3,0.0,13.9,0.0,0.0
221,AE 442: Aerospace Systems Design I,567,2.89,2.1,15.3,11.6,11.6,21.5,8.1,7.2,11.3,2.5,3.0,3.2,0.9,1.6
222,AE 443: Aerospace Systems Design II,484,3.57,7.4,26.9,32.0,13.4,15.7,2.9,0.4,1.0,0.0,0.0,0.0,0.0,0.2
223,AE 451: Aeroelasticity,25,3.32,20.0,16.0,20.0,8.0,12.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0
224,AE 460: Aerodynamics & Propulsion Lab,542,3.57,0.2,37.3,27.5,16.6,10.5,4.1,2.8,0.7,0.4,0.0,0.0,0.0,0.0
225,AE 461: Structures & Control Lab,509,3.38,3.5,19.3,32.4,18.1,11.6,5.5,3.7,3.1,1.2,0.6,0.4,0.4,0.2
226,AE 480: Hypersonic Aerothermodynamics,55,3.56,7.3,38.2,27.3,12.7,7.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6
227,AE 483: Autonomous Systems Lab,545,3.92,30.1,57.8,7.3,2.4,1.1,0.2,0.6,0.0,0.2,0.0,0.4,0.0,0.0
228,AE 498: Applied CFD,94,3.58,8.5,46.8,13.8,4.3,17.0,3.2,1.1,4.3,0.0,1.1,0.0,0.0,0.0
229,AE 498: Hypersonic AeroThermodynamics,48,3.38,10.4,22.9,10.4,16.7,20.8,12.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0
230,AE 498: Intro to Human Spaceflight,110,3.65,4.5,46.4,17.3,10.9,18.2,1.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0
231,AE 498: Space Structures,21,3.87,52.4,28.6,4.8,9.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,AE 498: Sustainable Aviation,141,3.58,13.5,39.0,12.8,13.5,7.8,6.4,5.0,2.1,0.0,0.0,0.0,0.0,0.0
233,AE 502: Advanced Orbital Mechanics,48,3.67,64.6,10.4,4.2,6.2,4.2,2.1,0.0,2.1,4.2,0.0,0.0,2.1,0.0
234,AE 504: Optimal Aerospace Systems,55,3.54,9.1,45.5,12.7,7.3,12.7,1.8,1.8,7.3,1.8,0.0,0.0,0.0,0.0
235,AE 508: Optimal Space Trajectories,29,3.85,75.9,6.9,0.0,6.9,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,AE 512: Molecular Gas Dynamics,61,3.54,19.7,37.7,13.1,6.6,9.8,6.6,1.6,0.0,0.0,0.0,3.3,0.0,1.6
237,AE 515: Wing Theory,23,3.61,8.7,52.2,13.0,0.0,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0
238,AE 542: Aerospace Syst Engineering I,78,3.63,1.3,23.1,50.0,16.7,7.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,AE 543: Aerospace Syst Engineering II,25,3.63,4.0,24.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,AE 598: Estimation of Dynamical System,25,3.8,28.0,44.0,12.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
241,AE 598: Modal Analysis of Fluid Flow,27,3.8,14.8,66.7,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
242,AE 598: Planetary Entry,28,3.7,17.9,46.4,10.7,10.7,3.6,7.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0
243,AFRO 100: Intro to African American St,584,3.31,22.9,25.5,12.8,6.8,8.4,8.7,2.9,1.7,3.8,0.7,1.0,0.5,4.1
244,"AFRO 101: Black America, 1619-Present",227,3.01,1.3,18.1,23.3,16.7,12.8,7.9,3.1,3.5,3.1,0.9,1.3,0.9,7.0
245,AFRO 103: Black Women in the Diaspora,42,2.92,4.8,16.7,21.4,9.5,21.4,7.1,2.4,0.0,2.4,0.0,0.0,4.8,9.5
246,AFRO 105: Black Literature in America,81,3.42,6.2,48.1,16.0,3.7,3.7,3.7,6.2,3.7,4.9,0.0,1.2,1.2,1.2
247,AFRO 132: African American Music,681,3.26,1.3,34.8,20.4,11.2,9.7,7.6,3.2,2.8,2.1,1.8,0.6,0.7,3.8
248,AFRO 224: Humanist Persp of Afro-Am Exp,25,3.68,0.0,68.0,16.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
249,AFRO 224: Race and Food Security,92,3.92,53.3,30.4,9.8,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,AFRO 226: Black Women Contemp US Society,24,3.61,29.2,25.0,25.0,0.0,12.5,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0
251,AFRO 228: Hip Hop Music: History and Culture,172,3.79,0.0,75.6,14.0,3.5,1.7,0.6,1.2,0.6,1.2,0.6,0.6,0.0,0.6
252,AFRO 243: Pan Africanism,104,3.61,28.8,28.8,17.3,8.7,4.8,5.8,1.0,1.9,0.0,1.0,0.0,1.0,1.0
253,AFRO 250: Introduction to Health and Wellness in the Black Community,24,3.5,8.3,50.0,8.3,8.3,12.5,4.2,0.0,0.0,4.2,0.0,0.0,4.2,0.0
254,AFRO 261: Intro to the African Diaspora,52,3.11,0.0,15.4,23.1,17.3,25.0,3.8,0.0,5.8,3.8,0.0,3.8,0.0,1.9
255,AFRO 378: Race and Revolutions,59,3.62,5.1,66.1,10.2,5.1,0.0,3.4,0.0,1.7,5.1,0.0,1.7,0.0,1.7
256,AFRO 383: Hist of Blk Women's Activism,64,3.49,1.6,26.6,32.8,25.0,7.8,1.6,0.0,0.0,0.0,1.6,3.1,0.0,0.0
257,AFRO 411: African American Psychology,56,3.36,10.7,41.1,3.6,1.8,26.8,0.0,0.0,12.5,1.8,0.0,1.8,0.0,0.0
258,AFST 210: Introduction to Modern African Literature,34,3.19,0.0,32.4,23.5,14.7,8.8,5.9,0.0,5.9,0.0,0.0,0.0,0.0,8.8
259,AGCM 220: Communicating Agriculture,244,3.75,13.5,51.2,20.9,7.4,2.9,1.6,0.0,0.0,0.0,0.8,0.0,0.4,1.2
260,AGCM 230: Agricultural and Environmental Photography,25,3.01,0.0,32.0,20.0,12.0,0.0,16.0,0.0,4.0,4.0,0.0,0.0,4.0,8.0
261,AGCM 320: Public Information Campaigns,53,3.54,0.0,18.9,45.3,17.0,15.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,AGCM 330: Environmental Communications,24,3.86,16.7,75.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,0.0
263,AGCM 420: Public Information Campaigns,44,3.64,0.0,43.2,38.6,9.1,4.5,0.0,2.3,0.0,0.0,0.0,0.0,0.0,2.3
264,AGED 496: Beginning Agriculture Teachers Seminar,23,3.91,0.0,91.3,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,AHS 125: James Scholars Seminar,183,3.8,9.3,78.1,0.0,0.0,7.7,0.0,0.0,3.3,0.0,0.0,1.1,0.0,0.5
266,AHS 199: Applied Data Solutions,21,3.81,0.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
267,AHS 199: I-LEAP Scholars Seminar,55,3.91,65.5,29.1,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
268,AHS 199: Undergraduate Open Seminar,310,3.73,25.5,58.4,0.0,1.6,8.1,0.0,1.3,2.6,0.0,0.0,0.0,0.0,2.6
269,AHS 375: Comm Partners & Health,33,3.97,0.0,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,AHS 494: Disability & Assistive Technol,48,3.31,12.5,62.5,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7
271,AIS 101: Intro to Amer Indian Studies,256,3.73,16.4,53.9,10.2,5.5,6.6,3.1,0.4,2.7,0.0,0.4,0.8,0.0,0.0
272,AIS 265: Intro to American Indian Lit,120,3.07,12.5,24.2,14.2,11.7,11.7,5.0,2.5,3.3,4.2,0.0,1.7,0.0,9.2
273,AIS 285: Indigenous Thinkers,196,3.65,26.0,41.8,13.3,6.1,4.6,0.5,0.0,1.0,2.0,1.5,2.0,0.0,1.0
274,"ALEC 110: Introduction to Agricultural Leadership, Education and Communications",194,3.88,2.1,80.9,8.8,4.1,2.1,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
275,"ALEC 115: Letâs Talk about Food, Agriculture, and the Environment",48,3.69,0.0,68.8,14.6,2.1,6.2,4.2,0.0,0.0,2.1,0.0,0.0,0.0,2.1
276,ALEC 451: Professional Development in ALEC,129,3.7,15.5,51.2,10.9,7.8,8.5,1.6,1.6,0.8,0.8,0.0,1.6,0.0,0.0
277,ALEC 490: Foundations of Adult Training and Development,32,3.83,43.8,37.5,12.5,0.0,0.0,0.0,3.1,0.0,3.1,0.0,0.0,0.0,0.0
278,ALEC 491: Getting 110% Effort â Principles of Adult Motivation,21,3.75,61.9,23.8,4.8,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
279,ALEC 492: Digitizing Development â Teaching and Training Online,22,3.71,40.9,31.8,18.2,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
280,ALEC 505: Science and Art of Teaching and Learning,21,3.89,14.3,81.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0
281,ALEC 540: Volunteer Management,27,3.78,59.3,18.5,7.4,3.7,7.4,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0
282,ANSC 100: Intro to Animal Sciences,6837,3.69,0.3,75.0,0.6,2.1,15.8,0.0,0.8,4.4,0.0,0.0,0.8,0.0,0.3
283,ANSC 101: Contemporary Animal Issues,782,3.73,9.1,69.7,0.0,0.0,17.5,0.0,0.0,2.4,0.0,0.0,0.9,0.0,0.4
284,ANSC 103: Working With Farm Animals,1486,3.94,4.7,91.1,0.0,0.7,2.3,0.0,0.0,0.7,0.0,0.0,0.5,0.0,0.0
285,ANSC 110: Life With Animals and Biotech,135,3.76,28.1,48.9,4.4,3.7,11.9,0.0,0.7,0.7,0.0,0.0,0.7,0.0,0.7
286,ANSC 120: The Art and Ethics of Animal Documentaries,30,3.76,56.7,23.3,6.7,6.7,0.0,0.0,0.0,3.3,0.0,0.0,0.0,3.3,0.0
287,ANSC 198: Building Habits for Success in Animal Sciences,300,3.65,51.3,19.3,7.3,4.0,5.3,3.3,4.0,1.3,2.7,0.0,0.7,0.0,0.7
288,ANSC 199: Comp Anim in Society Disc,60,3.77,75.0,5.0,5.0,1.7,8.3,1.7,1.7,0.0,0.0,0.0,0.0,0.0,1.7
289,ANSC 199: Skills for College Success,92,3.71,57.6,19.6,1.1,4.3,12.0,1.1,1.1,1.1,0.0,0.0,0.0,1.1,1.1
290,ANSC 205: World Animal Resources,1786,3.65,47.4,27.7,6.9,3.5,3.5,2.4,1.7,1.5,0.8,0.5,0.9,0.8,2.3
291,ANSC 206: Horse Management,312,3.68,12.2,60.9,4.2,2.9,13.8,0.6,1.0,1.9,0.0,0.0,1.3,1.3,0.0
292,ANSC 207: The Science of Pets and How to Care for Them,2245,3.37,20.8,32.7,11.3,5.9,9.9,4.1,2.6,4.3,1.7,1.2,1.3,1.0,3.3
293,ANSC 210: Grilling and BBQ Science,753,3.81,10.6,75.7,1.2,1.9,6.6,0.3,0.3,1.5,0.1,0.0,0.3,0.0,1.6
294,"ANSC 221: Cells, Metabolism and Genetics",1322,2.88,5.9,22.7,7.1,5.6,21.9,2.9,2.3,20.1,2.3,0.5,5.0,0.2,3.6
295,ANSC 222: Anatomy and Physiology,2079,2.49,3.0,11.4,9.8,6.9,14.9,10.5,5.2,12.1,6.2,3.8,5.9,2.5,7.8
296,ANSC 223: Animal Nutrition,1274,3.4,0.8,49.9,0.0,11.6,25.9,0.0,3.5,5.0,0.0,1.3,0.8,0.0,1.3
297,ANSC 224: Animal Reproduction and Growth,954,2.84,9.3,12.2,9.9,10.9,13.3,11.3,8.5,9.4,6.2,1.8,3.2,1.8,2.2
298,ANSC 250: Companion Animals in Society,2998,3.64,37.4,36.1,7.9,3.9,3.9,2.2,1.6,1.8,0.9,0.5,0.8,0.4,2.8
299,ANSC 251: Epidemics and Infectious Diseases,379,2.84,0.0,24.5,0.0,0.0,43.8,0.0,0.0,25.6,0.0,0.0,3.4,0.0,2.6
300,ANSC 255: Animal Ethics,291,3.81,19.6,61.5,0.0,7.9,8.2,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.3
301,ANSC 256: Horse's Role in Human History,121,2.26,0.0,19.0,3.3,4.1,22.3,6.6,0.0,13.2,3.3,1.7,5.8,0.0,20.7
302,ANSC 298: Animal Science Careers and Professional Development,574,3.58,0.0,74.4,0.3,0.7,13.2,0.3,0.0,7.7,0.0,0.0,0.9,0.0,2.4
303,ANSC 298: Undergraduate Seminar,145,3.41,0.0,66.9,0.0,0.0,17.9,1.4,0.0,4.8,0.7,0.0,5.5,0.0,2.8
304,ANSC 305: Human Animal Interactions,496,3.64,33.5,36.7,10.1,4.6,3.4,2.2,2.8,2.4,0.6,1.2,0.2,0.2,2.0
305,ANSC 307: Companion Animal Management,245,3.1,7.8,26.1,12.7,11.0,15.5,4.1,3.3,9.0,1.6,2.0,2.4,1.2,3.3
306,ANSC 309: Meat Production and Marketing,154,3.7,1.3,72.7,0.0,3.9,16.9,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0
307,ANSC 350: Cellular Metabolism in Animals,64,2.78,0.0,23.4,0.0,0.0,50.0,0.0,0.0,15.6,0.0,0.0,3.1,0.0,7.8
308,ANSC 363: Behavior of Domestic Animals,544,3.48,15.8,33.1,15.1,7.5,14.3,3.1,2.8,4.6,1.8,0.0,1.1,0.6,0.2
309,ANSC 370: Companion Animal Policy,224,3.17,13.8,34.8,5.8,8.9,10.3,6.7,4.0,0.9,3.6,2.2,2.2,0.9,5.8
310,ANSC 398: CC Humane Society Internship,50,3.88,4.0,84.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,ANSC 398: On-Campus Internship,147,3.95,4.8,90.5,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,ANSC 398: Undergraduate Research,300,3.92,28.0,68.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
313,ANSC 401: Beef Production,100,3.43,4.0,48.0,0.0,12.0,26.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0
314,ANSC 406: Zoo Animal Conservation Sci,275,3.49,30.9,30.9,7.3,4.4,8.7,3.3,5.1,6.2,0.0,0.0,1.8,0.0,1.5
315,ANSC 407: Animal Shelter Management,175,3.01,12.0,14.9,15.4,9.1,12.6,11.4,3.4,9.7,2.3,1.7,2.3,3.4,1.7
316,ANSC 409: Meat Science,133,3.61,1.5,67.7,1.5,0.8,21.8,0.0,0.0,5.3,0.0,0.0,0.8,0.0,0.8
317,ANSC 420: Ruminant Nutrition,78,2.9,9.0,17.9,9.0,9.0,24.4,2.6,2.6,12.8,2.6,0.0,3.8,0.0,6.4
318,ANSC 422: Companion Animal Nutrition,437,3.26,4.3,50.8,0.0,0.5,25.4,0.0,0.7,10.5,0.0,0.0,5.0,0.0,2.7
319,ANSC 424: Pet Food & Feed Manufacturing,151,3.5,0.7,58.3,0.0,2.6,29.1,0.0,2.6,5.3,0.0,0.0,1.3,0.0,0.0
320,ANSC 431: Advanced Reproductive Biology,306,3.33,17.6,33.0,1.3,6.2,26.8,2.3,2.6,4.6,0.0,1.6,0.7,0.7,2.6
321,ANSC 438: Lactation Biology,170,3.56,3.5,54.1,3.5,8.2,24.7,0.0,0.0,3.5,1.2,1.2,0.0,0.0,0.0
322,ANSC 442: Introduction to Data Analytics,92,3.67,30.4,43.5,4.3,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
323,ANSC 444: Applied Animal Genetics,52,3.71,19.2,34.6,15.4,19.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,ANSC 445: Statistical Methods,120,3.81,45.0,30.0,10.0,5.0,5.0,3.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0
325,ANSC 446: Population Genetics,104,3.39,16.3,39.4,3.8,7.7,14.4,2.9,2.9,7.7,1.9,0.0,0.0,0.0,2.9
326,ANSC 450: Comparative Immunobiology,178,2.71,0.0,25.8,0.0,0.0,42.7,0.0,0.0,15.2,0.0,0.0,9.0,0.0,7.3
327,ANSC 452: Animal Growth and Development,233,3.32,7.3,48.9,0.0,2.6,23.6,0.0,0.0,12.0,0.0,0.0,3.0,0.9,1.7
328,ANSC 464: Physiology of Animal Stress & Disease,64,3.73,34.4,21.9,25.0,3.1,12.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,ANSC 470: Companion Animal Cruelty Investigations,64,3.9,31.2,53.1,9.4,3.1,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
330,ANSC 498: Integrating Animal Sciences,542,3.76,18.8,55.7,10.5,3.1,6.1,1.8,0.6,1.7,0.2,0.6,0.2,0.2,0.6
331,ANSC 499: Common Diseases of Cats & Dogs,25,3.75,20.0,56.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
332,ANSC 499: Companion Animal Policy,33,3.36,21.2,27.3,9.1,12.1,12.1,3.0,0.0,3.0,9.1,0.0,3.0,0.0,0.0
333,ANSC 499: Dairy Nutr & Diet Formulation,21,3.02,38.1,19.0,0.0,4.8,4.8,9.5,0.0,4.8,4.8,0.0,0.0,0.0,14.3
334,ANSC 520: Protein and Energy Nutrition,212,3.15,9.4,20.8,18.9,11.3,14.2,7.5,2.8,3.8,3.8,0.9,1.9,0.9,3.8
335,ANSC 526: Adv Companion Animal Nutrition,258,3.62,0.0,65.9,0.0,3.1,27.9,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.8
336,ANTH 101: Introduction to Anthropology,3582,3.37,35.5,24.1,11.2,5.6,4.4,3.3,2.7,1.9,1.6,1.5,0.6,1.0,6.5
337,ANTH 102: Human Origins and Culture,452,3.3,11.3,46.7,7.7,6.4,8.0,3.8,2.0,2.4,1.1,0.7,1.8,0.2,8.0
338,ANTH 103: Anthro in a Changing World,4763,3.74,52.0,23.8,9.2,3.6,4.0,1.8,1.2,1.4,0.9,0.3,0.4,0.2,1.1
339,ANTH 104: Talking Culture,64,3.63,26.6,35.9,15.6,7.8,7.8,1.6,0.0,0.0,0.0,0.0,1.6,0.0,3.1
340,ANTH 105: World Archaeology,209,3.56,27.3,31.6,9.1,7.2,14.4,4.3,1.9,1.4,0.0,0.5,1.0,0.5,1.0
341,ANTH 106: Hist Arch Americas,454,3.54,17.8,42.7,9.9,7.0,9.5,3.5,2.4,2.6,0.9,0.4,1.1,0.2,1.8
342,ANTH 143: Biology of Human Behavior,1134,3.43,23.1,39.7,6.0,7.7,7.3,1.9,3.0,3.1,1.0,1.0,1.0,0.6,4.8
343,ANTH 160: Race and Contemporary Social Issues,53,3.52,28.3,47.2,7.5,1.9,0.0,1.9,1.9,1.9,1.9,0.0,0.0,0.0,7.5
344,ANTH 180: The Archaeology of Death,1642,3.51,33.9,30.0,6.2,6.5,10.2,1.9,1.3,4.0,1.7,0.0,1.9,0.1,2.4
345,ANTH 182: Latin American Cultures,46,3.7,47.8,30.4,4.3,0.0,4.3,4.3,4.3,0.0,0.0,4.3,0.0,0.0,0.0
346,"ANTH 209: Food, Culture, and Society",344,3.28,16.9,27.6,8.4,7.8,18.6,3.8,3.8,7.0,1.7,0.0,1.2,0.0,3.2
347,ANTH 220: Introduction to Archaeology,42,3.65,33.3,42.9,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
348,ANTH 221: Archaeology of South Asia,26,3.13,19.2,15.4,11.5,3.8,23.1,7.7,0.0,11.5,3.8,0.0,0.0,0.0,3.8
349,ANTH 230: Sociocultural Anthropology,50,2.71,8.0,16.0,20.0,12.0,8.0,0.0,0.0,8.0,8.0,4.0,0.0,4.0,12.0
350,ANTH 241: Human Biological Variation,73,3.66,34.2,32.9,19.2,5.5,0.0,1.4,1.4,0.0,0.0,1.4,0.0,0.0,4.1
351,ANTH 246: Forensic Science,9373,3.63,17.6,56.8,4.9,5.2,4.9,1.5,1.7,2.2,0.7,0.6,0.8,0.2,2.8
352,ANTH 249: Evolution and Human Disease,52,3.49,0.0,65.4,0.0,11.5,11.5,0.0,0.0,3.8,0.0,0.0,3.8,3.8,0.0
353,ANTH 262: Women's Lives,70,3.81,65.7,18.6,2.9,2.9,5.7,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4
354,ANTH 268: Images of the Other,127,3.13,3.1,14.2,30.7,19.7,10.2,6.3,3.1,2.4,1.6,0.0,2.4,1.6,4.7
355,ANTH 270: Language in Culture,105,3.53,36.2,33.3,10.5,4.8,1.9,0.0,1.0,1.9,1.9,1.9,1.9,1.9,2.9
356,ANTH 278: Climate Change & Civilization,279,3.72,47.7,20.1,14.3,5.4,5.0,2.9,1.4,0.7,1.1,0.7,0.0,0.4,0.4
